"subject","event","date","memory","negative","positive","surprise","covid","datePlot"
22,"toobinZoom","October",0,0,0,0,0,"OCT"
22,"trumpFraud","November",90,0,0,0,0,"NOV"
22,"trumpInterview","September",5,0,0,0,0,"SEP"
23,"BLM","June",100,70,30,50,0,"JUN"
23,"NFL","April",0,0,0,0,0,"APR"
23,"RBG","September",70,100,0,20,0,"SEP"
23,"baldwin","December",80,50,50,65,0,"DEC"
23,"barronTrump","June",0,0,0,0,0,"JUN"
23,"borisJCovid","April",30,0,0,0,0,"APR"
23,"caucusNV","February",0,0,0,0,0,"FEB"
23,"covid","March",100,100,0,100,1,"MAR"
23,"falwell","August",100,0,100,50,0,"AUG"
23,"firstStim","March",100,0,100,40,0,"MAR"
23,"georgeFloyd","May",100,100,0,70,0,"MAY"
23,"jadaSmith","July",0,0,0,0,0,"JUL"
23,"kobe","January",80,100,0,100,0,"JAN"
23,"nayaRivera","July",0,0,0,0,0,"JUL"
23,"olsenDivorce","May",0,0,0,0,0,"MAY"
23,"presBiden","November",100,50,0,80,0,"NOV"
23,"presDebates","October",100,50,50,0,0,"OCT"
23,"primaryNH","February",50,50,50,50,0,"FEB"
23,"secondStim","December",100,0,100,40,0,"DEC"
23,"soleimani","January",0,0,0,0,0,"JAN"
23,"thomBrenn","August",0,0,0,0,0,"AUG"
23,"toobinZoom","October",0,0,0,0,0,"OCT"
23,"trumpFraud","November",100,0,0,0,0,"NOV"
23,"trumpInterview","September",0,0,0,0,0,"SEP"
24,"BLM","June",70,10,80,15,0,"JUN"
24,"NFL","April",0,0,0,0,0,"APR"
24,"RBG","September",70,33,0,25,0,"SEP"
24,"baldwin","December",0,0,0,0,0,"DEC"
24,"barronTrump","June",0,0,0,0,0,"JUN"
24,"borisJCovid","April",30,0,0,15,0,"APR"
24,"caucusNV","February",20,0,30,0,0,"FEB"
24,"covid","March",85,30,0,90,1,"MAR"
24,"falwell","August",55,0,33,10,0,"AUG"
24,"firstStim","March",50,0,75,66,0,"MAR"
24,"georgeFloyd","May",90,80,0,60,0,"MAY"
24,"jadaSmith","July",0,0,0,0,0,"JUL"
24,"kobe","January",85,30,0,100,0,"JAN"
24,"nayaRivera","July",0,0,0,0,0,"JUL"
24,"olsenDivorce","May",0,0,0,0,0,"MAY"
24,"presBiden","November",100,0,67,40,0,"NOV"
24,"presDebates","October",71,0,0,15,0,"OCT"
24,"primaryNH","February",10,0,30,0,0,"FEB"
24,"secondStim","December",50,0,70,60,0,"DEC"
24,"soleimani","January",80,40,10,95,0,"JAN"
24,"thomBrenn","August",0,0,0,0,0,"AUG"
24,"toobinZoom","October",0,0,0,0,0,"OCT"
24,"trumpFraud","November",85,70,0,10,0,"NOV"
24,"trumpInterview","September",20,50,0,30,0,"SEP"
25,"BLM","June",100,0,100,100,0,"JUN"
25,"NFL","April",51,50,50,50,0,"APR"
25,"RBG","September",100,100,0,100,0,"SEP"
25,"baldwin","December",0,0,0,0,0,"DEC"
25,"barronTrump","June",0,0,0,0,0,"JUN"
25,"borisJCovid","April",50,50,0,51,0,"APR"
25,"caucusNV","February",100,0,100,100,0,"FEB"
25,"covid","March",100,100,0,100,1,"MAR"
25,"falwell","August",0,0,0,0,0,"AUG"
25,"firstStim","March",100,0,100,100,0,"MAR"
25,"georgeFloyd","May",100,100,0,100,0,"MAY"
25,"jadaSmith","July",31,0,0,0,0,"JUL"
25,"kobe","January",100,100,0,100,0,"JAN"
25,"nayaRivera","July",0,0,0,0,0,"JUL"
25,"olsenDivorce","May",26,0,0,0,0,"MAY"
25,"presBiden","November",100,0,100,51,0,"NOV"
25,"presDebates","October",100,52,52,100,0,"OCT"
25,"primaryNH","February",100,0,100,53,0,"FEB"
25,"secondStim","December",100,0,100,100,0,"DEC"
25,"soleimani","January",100,53,100,100,0,"JAN"
25,"thomBrenn","August",0,0,0,0,0,"AUG"
25,"toobinZoom","October",0,0,0,0,0,"OCT"
25,"trumpFraud","November",100,100,0,100,0,"NOV"
25,"trumpInterview","September",100,100,0,49,0,"SEP"
26,"BLM","June",100,93,30,75,0,"JUN"
26,"NFL","April",2,2,2,2,0,"APR"
26,"RBG","September",100,75,2,100,0,"SEP"
26,"baldwin","December",3,3,3,3,0,"DEC"
26,"barronTrump","June",3,3,3,1,0,"JUN"
26,"borisJCovid","April",100,2,100,2,0,"APR"
26,"caucusNV","February",100,2,100,17,0,"FEB"
26,"covid","March",100,5,50,100,1,"MAR"
26,"falwell","August",2,2,2,2,0,"AUG"
26,"firstStim","March",100,50,50,73,0,"MAR"
26,"georgeFloyd","May",100,100,2,100,0,"MAY"
26,"jadaSmith","July",80,40,12,50,0,"JUL"
26,"kobe","January",100,100,2,100,0,"JAN"
26,"nayaRivera","July",3,3,2,3,0,"JUL"
26,"olsenDivorce","May",2,2,3,3,0,"MAY"
26,"presBiden","November",100,3,98,6,0,"NOV"
26,"presDebates","October",100,20,50,2,0,"OCT"
26,"primaryNH","February",100,3,79,67,0,"FEB"
26,"secondStim","December",100,2,100,100,0,"DEC"
26,"soleimani","January",100,50,50,100,0,"JAN"
26,"thomBrenn","August",2,3,3,3,0,"AUG"
26,"toobinZoom","October",3,3,3,2,0,"OCT"
26,"trumpFraud","November",100,100,2,100,0,"NOV"
26,"trumpInterview","September",100,100,2,1,0,"SEP"
27,"BLM","June",16,26,31,7,0,"JUN"
27,"NFL","April",11,20,17,7,0,"APR"
27,"RBG","September",60,36,0,7,0,"SEP"
27,"baldwin","December",0,0,0,0,0,"DEC"
27,"barronTrump","June",0,0,0,0,0,"JUN"
27,"borisJCovid","April",0,0,0,0,0,"APR"
27,"caucusNV","February",0,0,0,0,0,"FEB"
27,"covid","March",75,75,5,40,1,"MAR"
27,"falwell","August",0,0,0,0,0,"AUG"
27,"firstStim","March",11,8,35,60,0,"MAR"
27,"georgeFloyd","May",50,96,0,73,0,"MAY"
27,"jadaSmith","July",0,0,0,0,0,"JUL"
27,"kobe","January",92,65,0,82,0,"JAN"
27,"nayaRivera","July",0,0,0,0,0,"JUL"
27,"olsenDivorce","May",0,0,0,0,0,"MAY"
27,"presBiden","November",11,12,12,1,0,"NOV"
27,"presDebates","October",37,14,25,0,0,"OCT"
27,"primaryNH","February",0,0,0,0,0,"FEB"
27,"secondStim","December",13,3,35,58,0,"DEC"
27,"soleimani","January",0,0,0,0,0,"JAN"
27,"thomBrenn","August",0,0,0,0,0,"AUG"
27,"toobinZoom","October",0,0,0,0,0,"OCT"
27,"trumpFraud","November",34,11,0,3,0,"NOV"
27,"trumpInterview","September",0,0,0,0,0,"SEP"
28,"BLM","June",100,100,0,100,0,"JUN"
28,"NFL","April",0,0,0,0,0,"APR"
28,"RBG","September",100,100,0,100,0,"SEP"
28,"baldwin","December",0,0,0,0,0,"DEC"
28,"barronTrump","June",0,0,0,0,0,"JUN"
28,"borisJCovid","April",85,0,0,5,0,"APR"
28,"caucusNV","February",0,0,0,0,0,"FEB"
28,"covid","March",100,100,0,96,1,"MAR"
28,"falwell","August",0,0,0,0,0,"AUG"
28,"firstStim","March",100,0,100,50,0,"MAR"
28,"georgeFloyd","May",100,100,0,10,0,"MAY"
28,"jadaSmith","July",0,0,0,0,0,"JUL"
28,"kobe","January",100,0,0,92,0,"JAN"
28,"nayaRivera","July",0,0,0,0,0,"JUL"
28,"olsenDivorce","May",0,0,0,0,0,"MAY"
28,"presBiden","November",100,0,98,70,0,"NOV"
28,"presDebates","October",0,0,0,0,0,"OCT"
28,"primaryNH","February",100,0,0,50,0,"FEB"
28,"secondStim","December",100,0,100,85,0,"DEC"
28,"soleimani","January",0,0,0,0,0,"JAN"
28,"thomBrenn","August",0,0,0,0,0,"AUG"
28,"toobinZoom","October",0,0,0,0,0,"OCT"
28,"trumpFraud","November",100,100,0,0,0,"NOV"
28,"trumpInterview","September",0,0,0,0,0,"SEP"
29,"BLM","June",65,0,65,60,0,"JUN"
29,"NFL","April",0,0,0,0,0,"APR"
29,"RBG","September",35,40,0,30,0,"SEP"
29,"baldwin","December",40,5,0,10,0,"DEC"
29,"barronTrump","June",0,0,0,0,0,"JUN"
29,"borisJCovid","April",65,0,0,40,0,"APR"
29,"caucusNV","February",15,0,30,0,0,"FEB"
29,"covid","March",90,70,0,95,1,"MAR"
29,"falwell","August",0,0,0,0,0,"AUG"
29,"firstStim","March",60,0,80,80,0,"MAR"
29,"georgeFloyd","May",85,95,0,45,0,"MAY"
29,"jadaSmith","July",0,0,0,0,0,"JUL"
29,"kobe","January",100,50,0,90,0,"JAN"
29,"nayaRivera","July",25,5,0,10,0,"JUL"
29,"olsenDivorce","May",0,0,0,0,0,"MAY"
29,"presBiden","November",100,0,100,95,0,"NOV"
29,"presDebates","October",80,0,10,0,0,"OCT"
29,"primaryNH","February",0,0,0,0,0,"FEB"
29,"secondStim","December",60,0,85,70,0,"DEC"
29,"soleimani","January",20,0,0,15,0,"JAN"
29,"thomBrenn","August",0,0,0,0,0,"AUG"
29,"toobinZoom","October",0,0,0,0,0,"OCT"
29,"trumpFraud","November",90,80,0,55,0,"NOV"
29,"trumpInterview","September",0,0,0,0,0,"SEP"
30,"BLM","June",100,0,100,41,0,"JUN"
30,"NFL","April",0,0,0,0,0,"APR"
30,"RBG","September",100,100,0,100,0,"SEP"
30,"baldwin","December",0,0,0,0,0,"DEC"
30,"barronTrump","June",0,0,0,0,0,"JUN"
30,"borisJCovid","April",0,0,0,0,0,"APR"
30,"caucusNV","February",0,0,0,0,0,"FEB"
30,"covid","March",100,100,0,100,1,"MAR"
30,"falwell","August",0,0,0,0,0,"AUG"
30,"firstStim","March",100,0,100,81,0,"MAR"
30,"georgeFloyd","May",100,100,0,90,0,"MAY"
30,"jadaSmith","July",0,0,0,0,0,"JUL"
30,"kobe","January",100,100,0,100,0,"JAN"
30,"nayaRivera","July",19,100,0,100,0,"JUL"
30,"olsenDivorce","May",0,0,0,0,0,"MAY"
30,"presBiden","November",100,0,100,50,0,"NOV"
30,"presDebates","October",79,10,86,4,0,"OCT"
30,"primaryNH","February",0,0,0,0,0,"FEB"
30,"secondStim","December",60,0,100,100,0,"DEC"
30,"soleimani","January",0,0,0,0,0,"JAN"
30,"thomBrenn","August",0,0,0,0,0,"AUG"
30,"toobinZoom","October",0,0,0,0,0,"OCT"
30,"trumpFraud","November",100,100,0,4,0,"NOV"
30,"trumpInterview","September",100,100,0,40,0,"SEP"
31,"BLM","June",100,0,70,60,0,"JUN"
31,"NFL","April",0,0,0,0,0,"APR"
31,"RBG","September",100,90,0,10,0,"SEP"
31,"baldwin","December",0,0,0,0,0,"DEC"
31,"barronTrump","June",0,0,0,0,0,"JUN"
31,"borisJCovid","April",100,50,50,10,0,"APR"
31,"caucusNV","February",100,50,50,0,0,"FEB"
31,"covid","March",100,100,0,100,1,"MAR"
31,"falwell","August",0,0,0,0,0,"AUG"
31,"firstStim","March",100,0,100,70,0,"MAR"
31,"georgeFloyd","May",100,100,0,90,0,"MAY"
31,"jadaSmith","July",0,0,0,0,0,"JUL"
31,"kobe","January",60,50,0,100,0,"JAN"
31,"nayaRivera","July",0,0,0,0,0,"JUL"
31,"olsenDivorce","May",0,0,0,0,0,"MAY"
31,"presBiden","November",100,10,90,40,0,"NOV"
31,"presDebates","October",80,0,80,0,0,"OCT"
31,"primaryNH","February",100,50,50,50,0,"FEB"
31,"secondStim","December",100,0,100,50,0,"DEC"
31,"soleimani","January",60,50,50,20,0,"JAN"
31,"thomBrenn","August",0,0,0,0,0,"AUG"
31,"toobinZoom","October",0,0,0,0,0,"OCT"
31,"trumpFraud","November",100,100,0,70,0,"NOV"
31,"trumpInterview","September",70,100,0,0,0,"SEP"
32,"BLM","June",32,0,0,16,0,"JUN"
32,"NFL","April",0,0,0,0,0,"APR"
32,"RBG","September",69,75,0,30,0,"SEP"
32,"baldwin","December",37,0,0,0,0,"DEC"
32,"barronTrump","June",20,0,0,0,0,"JUN"
32,"borisJCovid","April",9,0,0,0,0,"APR"
32,"caucusNV","February",21,26,55,22,0,"FEB"
32,"covid","March",100,79,31,100,1,"MAR"
32,"falwell","August",40,13,0,48,0,"AUG"
32,"firstStim","March",50,16,83,64,0,"MAR"
32,"georgeFloyd","May",52,73,2,3,0,"MAY"
32,"jadaSmith","July",20,0,0,0,0,"JUL"
32,"kobe","January",50,33,0,75,0,"JAN"
32,"nayaRivera","July",40,35,0,54,0,"JUL"
32,"olsenDivorce","May",34,33,15,60,0,"MAY"
32,"presBiden","November",53,32,59,54,0,"NOV"
32,"presDebates","October",50,76,18,22,0,"OCT"
32,"primaryNH","February",10,4,25,19,0,"FEB"
32,"secondStim","December",54,8,77,64,0,"DEC"
32,"soleimani","January",0,0,0,0,0,"JAN"
32,"thomBrenn","August",0,0,0,0,0,"AUG"
32,"toobinZoom","October",0,0,0,0,0,"OCT"
32,"trumpFraud","November",64,70,8,10,0,"NOV"
32,"trumpInterview","September",28,36,0,31,0,"SEP"
33,"BLM","June",100,0,55,0,0,"JUN"
33,"NFL","April",0,0,0,0,0,"APR"
33,"RBG","September",100,100,0,5,0,"SEP"
33,"baldwin","December",0,0,0,0,0,"DEC"
33,"barronTrump","June",32,0,13,57,0,"JUN"
33,"borisJCovid","April",0,0,0,0,0,"APR"
33,"caucusNV","February",0,0,0,0,0,"FEB"
33,"covid","March",100,100,0,86,1,"MAR"
33,"falwell","August",0,0,0,0,0,"AUG"
33,"firstStim","March",100,0,100,10,0,"MAR"
33,"georgeFloyd","May",100,100,0,87,0,"MAY"
33,"jadaSmith","July",100,100,0,84,0,"JUL"
33,"kobe","January",100,11,0,100,0,"JAN"
33,"nayaRivera","July",100,0,0,100,0,"JUL"
33,"olsenDivorce","May",0,0,0,0,0,"MAY"
33,"presBiden","November",100,0,100,0,0,"NOV"
33,"presDebates","October",12,100,0,0,0,"OCT"
33,"primaryNH","February",0,0,0,0,0,"FEB"
33,"secondStim","December",100,0,100,87,0,"DEC"
33,"soleimani","January",100,17,17,52,0,"JAN"
33,"thomBrenn","August",0,0,0,0,0,"AUG"
33,"toobinZoom","October",0,0,0,0,0,"OCT"
33,"trumpFraud","November",100,100,0,4,0,"NOV"
33,"trumpInterview","September",29,49,37,0,0,"SEP"
34,"BLM","June",86,5,75,48,0,"JUN"
34,"NFL","April",0,0,0,0,0,"APR"
34,"RBG","September",64,80,0,44,0,"SEP"
34,"baldwin","December",0,0,0,0,0,"DEC"
34,"barronTrump","June",25,2,83,9,0,"JUN"
34,"borisJCovid","April",27,18,8,22,0,"APR"
34,"caucusNV","February",6,0,1,3,0,"FEB"
34,"covid","March",100,100,0,100,1,"MAR"
34,"falwell","August",0,0,0,0,0,"AUG"
34,"firstStim","March",71,4,81,88,0,"MAR"
34,"georgeFloyd","May",78,74,0,57,0,"MAY"
34,"jadaSmith","July",22,11,3,66,0,"JUL"
34,"kobe","January",55,95,0,91,0,"JAN"
34,"nayaRivera","July",21,71,0,58,0,"JUL"
34,"olsenDivorce","May",0,0,0,0,0,"MAY"
34,"presBiden","November",100,0,100,19,0,"NOV"
34,"presDebates","October",20,0,0,0,0,"OCT"
34,"primaryNH","February",1,0,0,1,0,"FEB"
34,"secondStim","December",54,4,82,43,0,"DEC"
34,"soleimani","January",0,0,0,0,0,"JAN"
34,"thomBrenn","August",0,0,0,0,0,"AUG"
34,"toobinZoom","October",0,0,0,0,0,"OCT"
34,"trumpFraud","November",58,85,0,71,0,"NOV"
34,"trumpInterview","September",0,0,0,0,0,"SEP"
35,"BLM","June",100,100,0,10,0,"JUN"
35,"NFL","April",0,0,0,0,0,"APR"
35,"RBG","September",96,0,0,70,0,"SEP"
35,"baldwin","December",0,0,0,0,0,"DEC"
35,"barronTrump","June",0,0,0,0,0,"JUN"
35,"borisJCovid","April",100,0,0,0,0,"APR"
35,"caucusNV","February",0,0,0,0,0,"FEB"
35,"covid","March",100,80,0,100,1,"MAR"
35,"falwell","August",20,0,0,36,0,"AUG"
35,"firstStim","March",100,0,100,100,0,"MAR"
35,"georgeFloyd","May",100,0,0,80,0,"MAY"
35,"jadaSmith","July",0,0,0,0,0,"JUL"
35,"kobe","January",100,0,0,100,0,"JAN"
35,"nayaRivera","July",0,0,0,0,0,"JUL"
35,"olsenDivorce","May",0,0,0,0,0,"MAY"
35,"presBiden","November",100,100,0,100,0,"NOV"
35,"presDebates","October",88,50,50,0,0,"OCT"
35,"primaryNH","February",0,0,0,0,0,"FEB"
35,"secondStim","December",100,0,100,90,0,"DEC"
35,"soleimani","January",20,0,100,31,0,"JAN"
35,"thomBrenn","August",0,0,0,0,0,"AUG"
35,"toobinZoom","October",95,0,100,100,0,"OCT"
35,"trumpFraud","November",100,0,100,0,0,"NOV"
35,"trumpInterview","September",0,0,0,0,0,"SEP"
36,"BLM","June",100,0,0,48,0,"JUN"
36,"NFL","April",28,0,81,5,0,"APR"
36,"RBG","September",100,36,0,31,0,"SEP"
36,"baldwin","December",0,0,0,0,0,"DEC"
36,"barronTrump","June",0,0,0,0,0,"JUN"
36,"borisJCovid","April",70,0,0,21,0,"APR"
36,"caucusNV","February",16,0,0,3,0,"FEB"
36,"covid","March",100,63,0,81,1,"MAR"
36,"falwell","August",0,0,0,0,0,"AUG"
36,"firstStim","March",100,8,95,39,0,"MAR"
36,"georgeFloyd","May",100,30,0,83,0,"MAY"
36,"jadaSmith","July",0,0,0,0,0,"JUL"
36,"kobe","January",100,100,0,100,0,"JAN"
36,"nayaRivera","July",6,0,0,0,0,"JUL"
36,"olsenDivorce","May",0,0,0,0,0,"MAY"
36,"presBiden","November",100,50,0,81,0,"NOV"
36,"presDebates","October",95,11,26,13,0,"OCT"
36,"primaryNH","February",16,0,0,7,0,"FEB"
36,"secondStim","December",100,5,95,43,0,"DEC"
36,"soleimani","January",93,13,37,73,0,"JAN"
36,"thomBrenn","August",0,0,0,0,0,"AUG"
36,"toobinZoom","October",0,0,0,0,0,"OCT"
36,"trumpFraud","November",100,6,57,35,0,"NOV"
36,"trumpInterview","September",38,36,0,62,0,"SEP"
37,"BLM","June",75,19,67,6,0,"JUN"
37,"NFL","April",0,0,0,0,0,"APR"
37,"RBG","September",92,82,1,81,0,"SEP"
37,"baldwin","December",22,1,1,12,0,"DEC"
37,"barronTrump","June",19,60,1,1,0,"JUN"
37,"borisJCovid","April",6,1,1,1,0,"APR"
37,"caucusNV","February",1,1,1,1,0,"FEB"
37,"covid","March",97,72,1,92,1,"MAR"
37,"falwell","August",4,1,0,1,0,"AUG"
37,"firstStim","March",26,3,26,74,0,"MAR"
37,"georgeFloyd","May",80,96,1,50,0,"MAY"
37,"jadaSmith","July",2,1,1,1,0,"JUL"
37,"kobe","January",30,71,0,72,0,"JAN"
37,"nayaRivera","July",0,0,0,0,0,"JUL"
37,"olsenDivorce","May",11,3,0,1,0,"MAY"
37,"presBiden","November",71,40,41,71,0,"NOV"
37,"presDebates","October",36,85,1,1,0,"OCT"
37,"primaryNH","February",0,0,0,0,0,"FEB"
37,"secondStim","December",9,1,21,21,0,"DEC"
37,"soleimani","January",49,1,1,31,0,"JAN"
37,"thomBrenn","August",0,0,0,0,0,"AUG"
37,"toobinZoom","October",0,0,0,0,0,"OCT"
37,"trumpFraud","November",39,48,1,1,0,"NOV"
37,"trumpInterview","September",3,4,1,0,0,"SEP"
38,"BLM","June",100,50,65,30,0,"JUN"
38,"NFL","April",10,0,0,0,0,"APR"
38,"RBG","September",100,10,10,30,0,"SEP"
38,"baldwin","December",0,0,0,0,0,"DEC"
38,"barronTrump","June",0,0,0,0,0,"JUN"
38,"borisJCovid","April",50,0,0,0,0,"APR"
38,"caucusNV","February",60,0,0,25,0,"FEB"
38,"covid","March",100,100,0,100,1,"MAR"
38,"falwell","August",0,0,0,0,0,"AUG"
38,"firstStim","March",100,0,20,60,0,"MAR"
38,"georgeFloyd","May",100,60,0,56,0,"MAY"
38,"jadaSmith","July",100,0,0,70,0,"JUL"
38,"kobe","January",100,100,0,100,0,"JAN"
38,"nayaRivera","July",0,0,0,0,0,"JUL"
38,"olsenDivorce","May",0,0,0,0,0,"MAY"
38,"presBiden","November",100,10,80,50,0,"NOV"
38,"presDebates","October",100,50,60,60,0,"OCT"
38,"primaryNH","February",10,0,0,0,0,"FEB"
38,"secondStim","December",100,0,100,50,0,"DEC"
38,"soleimani","January",30,0,0,0,0,"JAN"
38,"thomBrenn","August",20,0,0,0,0,"AUG"
38,"toobinZoom","October",0,0,0,0,0,"OCT"
38,"trumpFraud","November",100,70,0,5,0,"NOV"
38,"trumpInterview","September",40,60,0,0,0,"SEP"
39,"BLM","June",76,40,61,31,0,"JUN"
39,"NFL","April",50,0,80,5,0,"APR"
39,"RBG","September",60,72,0,40,0,"SEP"
39,"baldwin","December",0,0,0,0,0,"DEC"
39,"barronTrump","June",0,0,0,0,0,"JUN"
39,"borisJCovid","April",10,70,0,1,0,"APR"
39,"caucusNV","February",0,0,0,0,0,"FEB"
39,"covid","March",81,90,0,71,1,"MAR"
39,"falwell","August",0,0,0,0,0,"AUG"
39,"firstStim","March",71,0,100,80,0,"MAR"
39,"georgeFloyd","May",82,100,0,51,0,"MAY"
39,"jadaSmith","July",26,61,0,76,0,"JUL"
39,"kobe","January",49,100,0,100,0,"JAN"
39,"nayaRivera","July",0,0,0,0,0,"JUL"
39,"olsenDivorce","May",0,0,0,0,0,"MAY"
39,"presBiden","November",75,23,80,50,0,"NOV"
39,"presDebates","October",50,50,32,0,0,"OCT"
39,"primaryNH","February",0,0,0,0,0,"FEB"
39,"secondStim","December",71,1,100,8,0,"DEC"
39,"soleimani","January",40,50,50,30,0,"JAN"
39,"thomBrenn","August",0,0,0,0,0,"AUG"
39,"toobinZoom","October",0,0,0,0,0,"OCT"
39,"trumpFraud","November",64,94,0,16,0,"NOV"
39,"trumpInterview","September",29,99,2,18,0,"SEP"
40,"BLM","June",100,0,100,0,0,"JUN"
40,"NFL","April",47,0,68,37,0,"APR"
40,"RBG","September",81,91,0,0,0,"SEP"
40,"baldwin","December",0,0,0,0,0,"DEC"
40,"barronTrump","June",30,13,56,50,0,"JUN"
40,"borisJCovid","April",71,0,82,0,0,"APR"
40,"caucusNV","February",75,20,40,0,0,"FEB"
40,"covid","March",100,100,0,100,1,"MAR"
40,"falwell","August",0,0,0,0,0,"AUG"
40,"firstStim","March",86,0,100,81,0,"MAR"
40,"georgeFloyd","May",100,100,0,0,0,"MAY"
40,"jadaSmith","July",0,0,0,0,0,"JUL"
40,"kobe","January",89,72,0,100,0,"JAN"
40,"nayaRivera","July",0,0,0,0,0,"JUL"
40,"olsenDivorce","May",0,0,0,0,0,"MAY"
40,"presBiden","November",100,100,0,40,0,"NOV"
40,"presDebates","October",84,100,0,0,0,"OCT"
40,"primaryNH","February",65,50,20,0,0,"FEB"
40,"secondStim","December",100,0,100,61,0,"DEC"
40,"soleimani","January",73,100,0,0,0,"JAN"
40,"thomBrenn","August",0,0,0,0,0,"AUG"
40,"toobinZoom","October",85,13,25,75,0,"OCT"
40,"trumpFraud","November",88,100,0,30,0,"NOV"
40,"trumpInterview","September",100,100,0,0,0,"SEP"
41,"BLM","June",55,5,30,10,0,"JUN"
41,"NFL","April",0,0,0,0,0,"APR"
41,"RBG","September",40,70,0,30,0,"SEP"
41,"baldwin","December",0,0,0,0,0,"DEC"
41,"barronTrump","June",0,0,0,0,0,"JUN"
41,"borisJCovid","April",0,0,0,0,0,"APR"
41,"caucusNV","February",0,0,0,0,0,"FEB"
41,"covid","March",90,75,1,20,1,"MAR"
41,"falwell","August",0,0,0,0,0,"AUG"
41,"firstStim","March",80,0,90,5,0,"MAR"
41,"georgeFloyd","May",75,85,6,16,0,"MAY"
41,"jadaSmith","July",0,0,0,0,0,"JUL"
41,"kobe","January",35,50,0,70,0,"JAN"
41,"nayaRivera","July",0,0,0,0,0,"JUL"
41,"olsenDivorce","May",0,0,0,0,0,"MAY"
41,"presBiden","November",80,5,65,15,0,"NOV"
41,"presDebates","October",65,50,50,0,0,"OCT"
41,"primaryNH","February",20,5,50,10,0,"FEB"
41,"secondStim","December",75,0,90,5,0,"DEC"
41,"soleimani","January",0,0,0,0,0,"JAN"
41,"thomBrenn","August",0,0,0,0,0,"AUG"
41,"toobinZoom","October",0,0,0,0,0,"OCT"
41,"trumpFraud","November",55,47,5,5,0,"NOV"
41,"trumpInterview","September",10,82,0,24,0,"SEP"
42,"BLM","June",100,16,86,40,0,"JUN"
42,"NFL","April",0,0,0,0,0,"APR"
42,"RBG","September",77,71,0,30,0,"SEP"
42,"baldwin","December",0,0,0,0,0,"DEC"
42,"barronTrump","June",0,0,0,0,0,"JUN"
42,"borisJCovid","April",57,25,7,0,0,"APR"
42,"caucusNV","February",74,9,50,22,0,"FEB"
42,"covid","March",100,40,30,0,1,"MAR"
42,"falwell","August",59,21,64,7,0,"AUG"
42,"firstStim","March",88,18,69,33,0,"MAR"
42,"georgeFloyd","May",93,92,0,0,0,"MAY"
42,"jadaSmith","July",81,0,31,78,0,"JUL"
42,"kobe","January",91,54,0,50,0,"JAN"
42,"nayaRivera","July",0,0,0,0,0,"JUL"
42,"olsenDivorce","May",0,0,0,0,0,"MAY"
42,"presBiden","November",100,0,100,17,0,"NOV"
42,"presDebates","October",100,50,50,8,0,"OCT"
42,"primaryNH","February",78,5,74,32,0,"FEB"
42,"secondStim","December",100,22,85,0,0,"DEC"
42,"soleimani","January",100,40,11,64,0,"JAN"
42,"thomBrenn","August",0,0,0,0,0,"AUG"
42,"toobinZoom","October",70,15,61,37,0,"OCT"
42,"trumpFraud","November",100,92,0,0,0,"NOV"
42,"trumpInterview","September",100,74,0,0,0,"SEP"
43,"BLM","June",71,41,29,50,0,"JUN"
43,"NFL","April",0,0,0,0,0,"APR"
43,"RBG","September",71,50,30,83,0,"SEP"
43,"baldwin","December",29,0,0,0,0,"DEC"
43,"barronTrump","June",0,0,0,0,0,"JUN"
43,"borisJCovid","April",18,0,0,0,0,"APR"
43,"caucusNV","February",0,0,0,0,0,"FEB"
43,"covid","March",100,100,0,100,1,"MAR"
43,"falwell","August",0,0,0,0,0,"AUG"
43,"firstStim","March",91,0,100,100,0,"MAR"
43,"georgeFloyd","May",82,100,0,71,0,"MAY"
43,"jadaSmith","July",60,0,0,30,0,"JUL"
43,"kobe","January",70,25,0,92,0,"JAN"
43,"nayaRivera","July",39,16,0,50,0,"JUL"
43,"olsenDivorce","May",0,0,0,0,0,"MAY"
43,"presBiden","November",100,0,84,51,0,"NOV"
43,"presDebates","October",60,70,28,1,0,"OCT"
43,"primaryNH","February",0,0,0,0,0,"FEB"
43,"secondStim","December",100,0,100,82,0,"DEC"
43,"soleimani","January",0,0,0,0,0,"JAN"
43,"thomBrenn","August",0,0,0,0,0,"AUG"
43,"toobinZoom","October",0,0,0,0,0,"OCT"
43,"trumpFraud","November",82,62,0,8,0,"NOV"
43,"trumpInterview","September",50,100,0,30,0,"SEP"
44,"BLM","June",80,12,74,45,0,"JUN"
44,"NFL","April",0,0,0,0,0,"APR"
44,"RBG","September",17,3,0,8,0,"SEP"
44,"baldwin","December",100,5,95,100,0,"DEC"
44,"barronTrump","June",0,0,0,0,0,"JUN"
44,"borisJCovid","April",5,0,0,0,0,"APR"
44,"caucusNV","February",40,11,90,34,0,"FEB"
44,"covid","March",100,100,0,100,1,"MAR"
44,"falwell","August",0,0,0,0,0,"AUG"
44,"firstStim","March",94,0,100,100,0,"MAR"
44,"georgeFloyd","May",51,80,0,27,0,"MAY"
44,"jadaSmith","July",38,57,0,48,0,"JUL"
44,"kobe","January",95,100,0,100,0,"JAN"
44,"nayaRivera","July",0,0,0,0,0,"JUL"
44,"olsenDivorce","May",0,0,0,0,0,"MAY"
44,"presBiden","November",89,31,100,79,0,"NOV"
44,"presDebates","October",90,75,24,5,0,"OCT"
44,"primaryNH","February",0,0,0,0,0,"FEB"
