"subject","event1","event2","actualDist","value","bothMem","respProp","actProp","propDiff","propAbsDiff","pairOrder","avgMem","avgSurp","avgPos","avgNeg","distFactor","lockdownFactor"
188,"soleimani","covid",67,82,1,0.82,0.183561643835616,0.636438356164383,0.636438356164383,0,100,85,50,100,0,"bl"
189,"covid","BLM",82,31,1,0.31,0.224657534246575,0.0853424657534247,0.0853424657534247,1,93,42,41.5,63,0,"l"
189,"covid","presBiden",241,92,1,0.92,0.66027397260274,0.25972602739726,0.25972602739726,1,92.5,45.5,56,49,1,"l"
189,"firstStim","georgeFloyd",59,25,1,0.25,0.161643835616438,0.0883561643835616,0.0883561643835616,0,89,38,38.5,58.5,0,"l"
189,"georgeFloyd","RBG",116,3,1,0.03,0.317808219178082,-0.287808219178082,0.287808219178082,1,72.5,28,5,61.5,1,"al"
189,"georgeFloyd","trumpFraud",166,22,1,0.22,0.454794520547945,-0.234794520547945,0.234794520547945,1,84,26,22,89,1,"al"
189,"kobe","covid",44,69,1,0.69,0.120547945205479,0.569452054794521,0.569452054794521,1,94,80,14.5,81.5,0,"bl"
189,"kobe","firstStim",60,80,1,0.8,0.164383561643836,0.635616438356164,0.635616438356164,1,90,60.5,33.5,46,0,"bl"
189,"kobe","RBG",235,38,1,0.38,0.643835616438356,-0.263835616438356,0.263835616438356,1,73.5,50.5,0,49,1,"l"
189,"RBG","presBiden",51,32,1,0.32,0.13972602739726,0.18027397260274,0.18027397260274,1,72,16,41.5,16.5,0,"al"
189,"soleimani","BLM",148,60,0,0.6,0.405479452054795,0.194520547945205,0.194520547945205,NA,45.5,41,27,51,1,"l"
189,"soleimani","covid",67,32,0,0.32,0.183561643835616,0.136438356164384,0.136438356164384,NA,47.5,74,14.5,76,0,"bl"
19,"covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,1,95,75,5,65,0,"l"
19,"covid","presBiden",241,70,1,0.7,0.66027397260274,0.0397260273972603,0.0397260273972603,1,100,70,50,50,1,"l"
19,"firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,1,90,67.5,20,50,0,"l"
19,"georgeFloyd","RBG",116,60,1,0.6,0.317808219178082,0.282191780821918,0.282191780821918,1,100,77.5,0,92.5,1,"al"
19,"georgeFloyd","trumpFraud",166,70,1,0.7,0.454794520547945,0.245205479452055,0.245205479452055,1,100,47.5,0,100,1,"al"
19,"kobe","covid",44,15,1,0.15,0.120547945205479,0.0294520547945205,0.0294520547945205,1,100,100,0,95,0,"bl"
19,"kobe","firstStim",60,20,1,0.2,0.164383561643836,0.0356164383561644,0.0356164383561644,1,90,75,20,45,0,"bl"
19,"kobe","RBG",235,65,1,0.65,0.643835616438356,0.00616438356164384,0.00616438356164384,1,100,85,0,87.5,1,"l"
19,"RBG","presBiden",51,15,1,0.15,0.13972602739726,0.0102739726027397,0.0102739726027397,1,100,55,50,42.5,0,"al"
19,"soleimani","BLM",148,35,1,0.35,0.405479452054795,-0.0554794520547945,0.0554794520547945,1,80,65,5,52.5,1,"l"
19,"soleimani","covid",67,20,1,0.2,0.183561643835616,0.0164383561643836,0.0164383561643836,1,85,90,0,87.5,0,"bl"
190,"covid","BLM",82,31,1,0.31,0.224657534246575,0.0853424657534247,0.0853424657534247,1,96.5,44.5,21.5,65,0,"l"
190,"covid","presBiden",241,86,1,0.86,0.66027397260274,0.19972602739726,0.19972602739726,1,98,39,11.5,72.5,1,"l"
190,"firstStim","georgeFloyd",59,55,1,0.55,0.161643835616438,0.388356164383562,0.388356164383562,0,94,34,34.5,64,0,"l"
190,"georgeFloyd","RBG",116,24,1,0.24,0.317808219178082,-0.0778082191780822,0.0778082191780822,1,95,5,42.5,60,1,"al"
190,"georgeFloyd","trumpFraud",166,91,1,0.91,0.454794520547945,0.455205479452055,0.455205479452055,1,75.5,13.5,42,60,1,"al"
190,"kobe","covid",44,80,1,0.8,0.120547945205479,0.679452054794521,0.679452054794521,0,95.5,84.5,9,70.5,0,"bl"
190,"kobe","firstStim",60,70,1,0.7,0.164383561643836,0.535616438356164,0.535616438356164,0,93,80,17.5,66.5,0,"bl"
190,"kobe","RBG",235,71,1,0.71,0.643835616438356,0.0661643835616438,0.0661643835616438,0,94,51,25.5,62.5,1,"l"
190,"RBG","presBiden",51,60,1,0.6,0.13972602739726,0.46027397260274,0.46027397260274,1,96.5,5.5,28,64.5,0,"al"
190,"soleimani","BLM",148,39,1,0.39,0.405479452054795,-0.0154794520547945,0.0154794520547945,1,81.5,12.5,38.5,56.5,1,"l"
190,"soleimani","covid",67,8,1,0.08,0.183561643835616,-0.103561643835616,0.103561643835616,1,81,39,35,57.5,0,"bl"
191,"covid","BLM",82,30,1,0.3,0.224657534246575,0.0753424657534247,0.0753424657534247,0,100,65,0,50,0,"l"
191,"covid","presBiden",241,10,1,0.1,0.66027397260274,-0.56027397260274,0.56027397260274,1,100,50,50,50,1,"l"
191,"firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,1,100,90,50,50,0,"l"
191,"georgeFloyd","RBG",116,40,1,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,1,100,85,0,100,1,"al"
191,"georgeFloyd","trumpFraud",166,70,1,0.7,0.454794520547945,0.245205479452055,0.245205479452055,1,100,100,0,100,1,"al"
191,"kobe","covid",44,40,1,0.4,0.120547945205479,0.279452054794521,0.279452054794521,1,55,55,0,50,0,"bl"
191,"kobe","firstStim",60,51,1,0.51,0.164383561643836,0.345616438356164,0.345616438356164,0,55,45,50,0,0,"bl"
191,"kobe","RBG",235,20,1,0.2,0.643835616438356,-0.443835616438356,0.443835616438356,1,55,40,0,50,1,"l"
191,"RBG","presBiden",51,50,1,0.5,0.13972602739726,0.36027397260274,0.36027397260274,1,100,35,50,50,0,"al"
191,"soleimani","BLM",148,20,1,0.2,0.405479452054795,-0.205479452054795,0.205479452054795,0,100,35,35,0,1,"l"
191,"soleimani","covid",67,20,1,0.2,0.183561643835616,0.0164383561643836,0.0164383561643836,1,100,70,35,50,0,"bl"
192,"covid","BLM",82,70,1,0.7,0.224657534246575,0.475342465753425,0.475342465753425,1,77.5,75,5,80,0,"l"
192,"covid","presBiden",241,95,1,0.95,0.66027397260274,0.28972602739726,0.28972602739726,1,77.5,35,45,35,1,"l"
192,"firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,0,70,55,40,30,0,"l"
192,"georgeFloyd","RBG",116,20,1,0.2,0.317808219178082,-0.117808219178082,0.117808219178082,1,45,55,0,31,1,"al"
192,"georgeFloyd","trumpFraud",166,71,1,0.71,0.454794520547945,0.255205479452055,0.255205479452055,1,62.5,47.5,0,55,1,"al"
192,"kobe","covid",44,10,1,0.1,0.120547945205479,-0.0205479452054795,0.0205479452054795,1,67.5,75,5,75,0,"bl"
192,"kobe","firstStim",60,70,1,0.7,0.164383561643836,0.535616438356164,0.535616438356164,1,57.5,55,40,40,0,"bl"
192,"kobe","RBG",235,10,1,0.1,0.643835616438356,-0.543835616438356,0.543835616438356,1,32.5,55,0,41,1,"l"
192,"RBG","presBiden",51,30,1,0.3,0.13972602739726,0.16027397260274,0.16027397260274,1,42.5,15,40,1,0,"al"
192,"soleimani","BLM",148,60,0,0.6,0.405479452054795,0.194520547945205,0.194520547945205,NA,40,45,0,45,1,"l"
192,"soleimani","covid",67,75,0,0.75,0.183561643835616,0.566438356164384,0.566438356164384,NA,37.5,30,5,35,0,"bl"
193,"covid","BLM",82,63,1,0.63,0.224657534246575,0.405342465753425,0.405342465753425,1,80.5,41,67,2.5,0,"l"
193,"covid","presBiden",241,38,1,0.38,0.66027397260274,-0.28027397260274,0.28027397260274,1,83.5,52.5,84,0,1,"l"
193,"firstStim","georgeFloyd",59,70,1,0.7,0.161643835616438,0.538356164383562,0.538356164383562,1,90.5,54.5,50,50,0,"l"
193,"georgeFloyd","RBG",116,63,1,0.63,0.317808219178082,0.312191780821918,0.312191780821918,1,51,9.5,0,50,1,"al"
193,"georgeFloyd","trumpFraud",166,70,1,0.7,0.454794520547945,0.245205479452055,0.245205479452055,1,80.5,12,5.5,60.5,1,"al"
193,"kobe","covid",44,34,1,0.34,0.120547945205479,0.219452054794521,0.219452054794521,0,95,55,50,0,0,"bl"
193,"kobe","firstStim",60,100,1,1,0.164383561643836,0.835616438356164,0.835616438356164,0,95,90,50,0,0,"bl"
193,"kobe","RBG",235,34,1,0.34,0.643835616438356,-0.303835616438356,0.303835616438356,1,55.5,45,0,0,1,"l"
193,"RBG","presBiden",51,96,1,0.96,0.13972602739726,0.82027397260274,0.82027397260274,1,44,42.5,34,0,0,"al"
193,"soleimani","BLM",148,70,0,0.7,0.405479452054795,0.294520547945205,0.294520547945205,NA,30.5,31,17,2.5,1,"l"
193,"soleimani","covid",67,60,0,0.6,0.183561643835616,0.416438356164384,0.416438356164384,NA,50,10,50,0,0,"bl"
194,"covid","BLM",82,40,1,0.4,0.224657534246575,0.175342465753425,0.175342465753425,1,100,20,25,60,0,"l"
194,"covid","presBiden",241,80,1,0.8,0.66027397260274,0.13972602739726,0.13972602739726,1,100,55,35,35,1,"l"
194,"firstStim","georgeFloyd",59,35,1,0.35,0.161643835616438,0.188356164383562,0.188356164383562,1,75,30,10,65,0,"l"
194,"georgeFloyd","RBG",116,40,1,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,1,75,0,0,65,1,"al"
194,"georgeFloyd","trumpFraud",166,40,1,0.4,0.454794520547945,-0.0547945205479452,0.0547945205479452,1,90,0,0,100,1,"al"
194,"kobe","covid",44,20,1,0.2,0.120547945205479,0.0794520547945206,0.0794520547945206,1,90,70,0,85,0,"bl"
194,"kobe","firstStim",60,30,1,0.3,0.164383561643836,0.135616438356164,0.135616438356164,1,65,80,10,65,0,"bl"
194,"kobe","RBG",235,80,1,0.8,0.643835616438356,0.156164383561644,0.156164383561644,1,65,50,0,65,1,"l"
194,"RBG","presBiden",51,20,1,0.2,0.13972602739726,0.0602739726027397,0.0602739726027397,1,75,35,35,15,0,"al"
194,"soleimani","BLM",148,50,1,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,1,55,15,25,42.5,1,"l"
194,"soleimani","covid",67,10,1,0.1,0.183561643835616,-0.0835616438356164,0.0835616438356164,1,55,35,0,52.5,0,"bl"
195,"covid","BLM",82,27,1,0.27,0.224657534246575,0.0453424657534247,0.0453424657534247,1,92.5,40,50,27.5,0,"l"
195,"covid","presBiden",241,72,1,0.72,0.66027397260274,0.0597260273972603,0.0597260273972603,1,100,20,50,27.5,1,"l"
195,"firstStim","georgeFloyd",59,29,1,0.29,0.161643835616438,0.128356164383562,0.128356164383562,1,90,50,50,50,0,"l"
195,"georgeFloyd","RBG",116,61,1,0.61,0.317808219178082,0.292191780821918,0.292191780821918,1,95,65,0,100,1,"al"
195,"georgeFloyd","trumpFraud",166,84,1,0.84,0.454794520547945,0.385205479452055,0.385205479452055,1,95,35,0,100,1,"al"
195,"kobe","covid",44,30,1,0.3,0.120547945205479,0.179452054794521,0.179452054794521,1,95,70,0,77.5,0,"bl"
195,"kobe","firstStim",60,41,1,0.41,0.164383561643836,0.245616438356164,0.245616438356164,1,90,75,50,50,0,"bl"
195,"kobe","RBG",235,51,1,0.51,0.643835616438356,-0.133835616438356,0.133835616438356,1,95,90,0,100,1,"l"
195,"RBG","presBiden",51,34,1,0.34,0.13972602739726,0.20027397260274,0.20027397260274,1,100,40,50,50,0,"al"
195,"soleimani","BLM",148,45,1,0.45,0.405479452054795,0.0445205479452055,0.0445205479452055,0,57.5,70,75,25,1,"l"
195,"soleimani","covid",67,51,1,0.51,0.183561643835616,0.326438356164384,0.326438356164384,0,65,70,25,52.5,0,"bl"
196,"covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,1,80,25,0,60,0,"l"
196,"covid","presBiden",241,0,1,0,0.66027397260274,-0.66027397260274,0.66027397260274,1,85,0,35,15,1,"l"
196,"firstStim","georgeFloyd",59,60,1,0.6,0.161643835616438,0.438356164383562,0.438356164383562,1,80,30,45,50,0,"l"
196,"georgeFloyd","RBG",116,40,0,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,NA,45,30,0,50,1,"al"
196,"georgeFloyd","trumpFraud",166,10,1,0.1,0.454794520547945,-0.354794520547945,0.354794520547945,0,90,70,0,100,1,"al"
196,"kobe","covid",44,10,1,0.1,0.120547945205479,-0.0205479452054795,0.0205479452054795,0,80,50,0,20,0,"bl"
196,"kobe","firstStim",60,40,1,0.4,0.164383561643836,0.235616438356164,0.235616438356164,0,80,50,45,5,0,"bl"
196,"kobe","RBG",235,59,0,0.59,0.643835616438356,-0.0538356164383562,0.0538356164383562,NA,45,50,0,5,1,"l"
196,"RBG","presBiden",51,80,0,0.8,0.13972602739726,0.66027397260274,0.66027397260274,NA,50,0,35,0,0,"al"
196,"soleimani","BLM",148,20,1,0.2,0.405479452054795,-0.205479452054795,0.205479452054795,0,65,52.5,0,50,1,"l"
196,"soleimani","covid",67,40,1,0.4,0.183561643835616,0.216438356164384,0.216438356164384,0,55,27.5,0,20,0,"bl"
197,"covid","BLM",82,60,1,0.6,0.224657534246575,0.375342465753425,0.375342465753425,1,100,65.5,19.5,96,0,"l"
197,"covid","presBiden",241,0,1,0,0.66027397260274,-0.66027397260274,0.66027397260274,1,100,77,17,77.5,1,"l"
197,"firstStim","georgeFloyd",59,0,1,0,0.161643835616438,-0.161643835616438,0.161643835616438,1,100,52,36,74,0,"l"
197,"georgeFloyd","RBG",116,18,1,0.18,0.317808219178082,-0.137808219178082,0.137808219178082,0,85.5,6.5,2.5,67.5,1,"al"
197,"georgeFloyd","trumpFraud",166,0,1,0,0.454794520547945,-0.454794520547945,0.454794520547945,1,100,26.5,17,100,1,"al"
197,"kobe","covid",44,14,1,0.14,0.120547945205479,0.0194520547945206,0.0194520547945206,1,100,72.5,5.5,70.5,0,"bl"
197,"kobe","firstStim",60,31,1,0.31,0.164383561643836,0.145616438356164,0.145616438356164,1,100,95.5,41.5,44.5,0,"bl"
197,"kobe","RBG",235,0,1,0,0.643835616438356,-0.643835616438356,0.643835616438356,0,85.5,50,8,38,1,"l"
197,"RBG","presBiden",51,100,1,1,0.13972602739726,0.86027397260274,0.86027397260274,1,85.5,54.5,19.5,45,0,"al"
197,"soleimani","BLM",148,50,1,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,1,70,40,19.5,96,1,"l"
197,"soleimani","covid",67,0,1,0,0.183561643835616,-0.183561643835616,0.183561643835616,1,70,28.5,0,100,0,"bl"
198,"covid","BLM",82,34,1,0.34,0.224657534246575,0.115342465753425,0.115342465753425,1,100,25,56,50,0,"l"
198,"covid","presBiden",241,85,1,0.85,0.66027397260274,0.18972602739726,0.18972602739726,1,100,55,43.5,38,1,"l"
198,"firstStim","georgeFloyd",59,25,1,0.25,0.161643835616438,0.0883561643835616,0.0883561643835616,1,100,22.5,42.5,57.5,0,"l"
198,"georgeFloyd","RBG",116,94,1,0.94,0.317808219178082,0.622191780821918,0.622191780821918,1,100,0,0,100,1,"al"
198,"georgeFloyd","trumpFraud",166,91,1,0.91,0.454794520547945,0.455205479452055,0.455205479452055,1,100,0,5,98,1,"al"
198,"kobe","covid",44,8,1,0.08,0.120547945205479,-0.0405479452054795,0.0405479452054795,1,59.5,75,6,27.5,0,"bl"
198,"kobe","firstStim",60,25,1,0.25,0.164383561643836,0.0856164383561644,0.0856164383561644,1,59.5,72.5,42.5,10,0,"bl"
198,"kobe","RBG",235,84,1,0.84,0.643835616438356,0.196164383561644,0.196164383561644,1,59.5,50,0,52.5,1,"l"
198,"RBG","presBiden",51,12,1,0.12,0.13972602739726,-0.0197260273972603,0.0197260273972603,1,100,30,37.5,63,0,"al"
198,"soleimani","BLM",148,5,1,0.05,0.405479452054795,-0.355479452054795,0.355479452054795,1,95,45,50,75,1,"l"
198,"soleimani","covid",67,30,1,0.3,0.183561643835616,0.116438356164384,0.116438356164384,0,95,70,6,75,0,"bl"
199,"covid","BLM",82,30,1,0.3,0.224657534246575,0.0753424657534247,0.0753424657534247,1,100,85,25,75,0,"l"
199,"covid","presBiden",241,50,1,0.5,0.66027397260274,-0.16027397260274,0.16027397260274,0,100,75,25,75,1,"l"
199,"firstStim","georgeFloyd",59,26,1,0.26,0.161643835616438,0.0983561643835617,0.0983561643835617,1,100,75.5,50,43,0,"l"
199,"georgeFloyd","RBG",116,34,1,0.34,0.317808219178082,0.0221917808219178,0.0221917808219178,1,100,80.5,25,68,1,"al"
199,"georgeFloyd","trumpFraud",166,40,1,0.4,0.454794520547945,-0.0547945205479452,0.0547945205479452,1,100,55,0,43,1,"al"
199,"kobe","covid",44,36,1,0.36,0.120547945205479,0.239452054794521,0.239452054794521,0,100,95,0,100,0,"bl"
199,"kobe","firstStim",60,29,1,0.29,0.164383561643836,0.125616438356164,0.125616438356164,0,100,70.5,50,50,0,"bl"
199,"kobe","RBG",235,38,1,0.38,0.643835616438356,-0.263835616438356,0.263835616438356,1,100,75.5,25,75,1,"l"
199,"RBG","presBiden",51,68,1,0.68,0.13972602739726,0.54027397260274,0.54027397260274,0,100,55.5,50,50,0,"al"
199,"soleimani","BLM",148,36,1,0.36,0.405479452054795,-0.0454794520547945,0.0454794520547945,1,100,77.5,60.5,25,1,"l"
199,"soleimani","covid",67,59,1,0.59,0.183561643835616,0.406438356164384,0.406438356164384,0,100,92.5,35.5,50,0,"bl"
2,"covid","BLM",82,15,1,0.15,0.224657534246575,-0.0746575342465753,0.0746575342465753,0,88,90,18.5,75,0,"l"
2,"covid","presBiden",241,85,1,0.85,0.66027397260274,0.18972602739726,0.18972602739726,1,90,76.5,50.5,39.5,1,"l"
2,"firstStim","georgeFloyd",59,26,1,0.26,0.161643835616438,0.0983561643835617,0.0983561643835617,0,86,86.5,43,38,0,"l"
2,"georgeFloyd","RBG",116,30,1,0.3,0.317808219178082,-0.0178082191780822,0.0178082191780822,0,72,79.5,4,83,1,"al"
2,"georgeFloyd","trumpFraud",166,88,1,0.88,0.454794520547945,0.425205479452055,0.425205479452055,1,86.5,84.5,0,88,1,"al"
2,"kobe","covid",44,71,1,0.71,0.120547945205479,0.589452054794521,0.589452054794521,0,88,89.5,3,79.5,0,"bl"
2,"kobe","firstStim",60,78,1,0.78,0.164383561643836,0.615616438356164,0.615616438356164,0,87.5,87.5,43,40,0,"bl"
2,"kobe","RBG",235,63,1,0.63,0.643835616438356,-0.0138356164383562,0.0138356164383562,0,73.5,80.5,4,85,1,"l"
2,"RBG","presBiden",51,84,1,0.84,0.13972602739726,0.70027397260274,0.70027397260274,1,75.5,67.5,51.5,45,0,"al"
2,"soleimani","BLM",148,23,0,0.23,0.405479452054795,-0.175479452054795,0.175479452054795,NA,45,43.5,15.5,35.5,1,"l"
2,"soleimani","covid",67,78,0,0.78,0.183561643835616,0.596438356164384,0.596438356164384,NA,43,46.5,3,39.5,0,"bl"
20,"covid","BLM",82,27,1,0.27,0.224657534246575,0.0453424657534247,0.0453424657534247,1,92.5,100,23,64.5,0,"l"
20,"covid","presBiden",241,95,1,0.95,0.66027397260274,0.28972602739726,0.28972602739726,1,97,93.5,50,47.5,1,"l"
20,"firstStim","georgeFloyd",59,91,1,0.91,0.161643835616438,0.748356164383562,0.748356164383562,0,100,90.5,50.5,44,0,"l"
20,"georgeFloyd","RBG",116,71,1,0.71,0.317808219178082,0.392191780821918,0.392191780821918,1,87.5,76,7,74.5,1,"al"
20,"georgeFloyd","trumpFraud",166,62,1,0.62,0.454794520547945,0.165205479452055,0.165205479452055,0,98.5,97.5,0.5,89.5,1,"al"
20,"kobe","covid",44,21,1,0.21,0.120547945205479,0.0894520547945205,0.0894520547945205,1,95.5,100,4,90,0,"bl"
20,"kobe","firstStim",60,24,1,0.24,0.164383561643836,0.0756164383561644,0.0756164383561644,1,98.5,92.5,50,44.5,0,"bl"
20,"kobe","RBG",235,32,1,0.32,0.643835616438356,-0.323835616438356,0.323835616438356,1,86,78,6.5,75,1,"l"
20,"RBG","presBiden",51,30,1,0.3,0.13972602739726,0.16027397260274,0.16027397260274,1,87.5,71.5,52.5,32.5,0,"al"
20,"soleimani","BLM",148,51,1,0.51,0.405479452054795,0.104520547945205,0.104520547945205,0,49,74,19,43.5,1,"l"
20,"soleimani","covid",67,49,1,0.49,0.183561643835616,0.306438356164384,0.306438356164384,0,50.5,74,4,70,0,"bl"
200,"covid","BLM",82,64,1,0.64,0.224657534246575,0.415342465753425,0.415342465753425,1,76,43.5,27,56,0,"l"
200,"covid","presBiden",241,31,1,0.31,0.66027397260274,-0.35027397260274,0.35027397260274,1,96,50,62.5,45.5,1,"l"
200,"firstStim","georgeFloyd",59,30,1,0.3,0.161643835616438,0.138356164383562,0.138356164383562,1,85,65.5,45,54,0,"l"
200,"georgeFloyd","RBG",116,63,1,0.63,0.317808219178082,0.312191780821918,0.312191780821918,1,95,96.5,9,79.5,1,"al"
200,"georgeFloyd","trumpFraud",166,21,1,0.21,0.454794520547945,-0.244794520547945,0.244794520547945,1,100,68,14,84.5,1,"al"
200,"kobe","covid",44,38,1,0.38,0.120547945205479,0.259452054794521,0.259452054794521,1,96,81,25,77,0,"bl"
200,"kobe","firstStim",60,23,1,0.23,0.164383561643836,0.0656164383561644,0.0656164383561644,1,85,61.5,54.5,45,0,"bl"
200,"kobe","RBG",235,70,1,0.7,0.643835616438356,0.0561643835616438,0.0561643835616438,1,95,92.5,18.5,70.5,1,"l"
200,"RBG","presBiden",51,29,1,0.29,0.13972602739726,0.15027397260274,0.15027397260274,1,95,61.5,56,39,0,"al"
200,"soleimani","BLM",148,60,1,0.6,0.405479452054795,0.194520547945205,0.194520547945205,1,71,39,25,51,1,"l"
200,"soleimani","covid",67,38,1,0.38,0.183561643835616,0.196438356164384,0.196438356164384,1,87,65.5,29,67,0,"bl"
21,"covid","BLM",82,71,1,0.71,0.224657534246575,0.485342465753425,0.485342465753425,1,83,70,39.5,43,0,"l"
21,"covid","presBiden",241,71,1,0.71,0.66027397260274,0.0497260273972603,0.0497260273972603,1,83,58,40.5,46.5,1,"l"
21,"firstStim","georgeFloyd",59,66,1,0.66,0.161643835616438,0.498356164383562,0.498356164383562,1,70,43,30.5,60.5,0,"l"
21,"georgeFloyd","RBG",116,29,1,0.29,0.317808219178082,-0.0278082191780822,0.0278082191780822,1,83.5,26.5,1,67.5,1,"al"
21,"georgeFloyd","trumpFraud",166,26,1,0.26,0.454794520547945,-0.194794520547945,0.194794520547945,1,92,69,3.5,72,1,"al"
21,"kobe","covid",44,84,1,0.84,0.120547945205479,0.71945205479452,0.71945205479452,1,76,77,8.5,49,0,"bl"
21,"kobe","firstStim",60,74,1,0.74,0.164383561643836,0.575616438356164,0.575616438356164,1,50,54.5,30.5,34,0,"bl"
21,"kobe","RBG",235,65,1,0.65,0.643835616438356,0.00616438356164384,0.00616438356164384,1,63.5,38,1,41,1,"l"
21,"RBG","presBiden",51,19,1,0.19,0.13972602739726,0.0502739726027397,0.0502739726027397,1,70.5,19,33,38.5,0,"al"
21,"soleimani","BLM",148,58,1,0.58,0.405479452054795,0.174520547945205,0.174520547945205,1,72.5,75,33,42.5,1,"l"
21,"soleimani","covid",67,22,1,0.22,0.183561643835616,0.0364383561643836,0.0364383561643836,0,81.5,84,9.5,62.5,0,"bl"
22,"covid","BLM",82,5,1,0.05,0.224657534246575,-0.174657534246575,0.174657534246575,1,95,95,0,27.5,0,"l"
22,"covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,85,50,25,27.5,1,"l"
22,"firstStim","georgeFloyd",59,10,1,0.1,0.161643835616438,-0.0616438356164384,0.0616438356164384,1,12.5,40,0,0,0,"l"
22,"georgeFloyd","RBG",116,90,1,0.9,0.317808219178082,0.582191780821918,0.582191780821918,1,12.5,0,0,0,1,"al"
22,"georgeFloyd","trumpFraud",166,80,1,0.8,0.454794520547945,0.345205479452055,0.345205479452055,1,52.5,0,0,0,1,"al"
22,"kobe","covid",44,0,1,0,0.120547945205479,-0.120547945205479,0.120547945205479,1,75,95,0,27.5,0,"bl"
22,"kobe","firstStim",60,25,1,0.25,0.164383561643836,0.0856164383561644,0.0856164383561644,1,35,90,0,0,0,"bl"
22,"kobe","RBG",235,90,1,0.9,0.643835616438356,0.256164383561644,0.256164383561644,1,35,50,0,0,1,"l"
22,"RBG","presBiden",51,90,1,0.9,0.13972602739726,0.76027397260274,0.76027397260274,1,45,5,25,0,0,"al"
22,"soleimani","BLM",148,90,1,0.9,0.405479452054795,0.494520547945206,0.494520547945206,1,52.5,50,0,0,1,"l"
22,"soleimani","covid",67,80,1,0.8,0.183561643835616,0.616438356164384,0.616438356164384,1,47.5,45,0,27.5,0,"bl"
23,"covid","BLM",82,50,1,0.5,0.224657534246575,0.275342465753425,0.275342465753425,1,100,75,15,85,0,"l"
23,"covid","presBiden",241,60,1,0.6,0.66027397260274,-0.0602739726027397,0.0602739726027397,1,100,90,0,75,1,"l"
23,"firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,1,100,55,50,50,0,"l"
23,"georgeFloyd","RBG",116,80,1,0.8,0.317808219178082,0.482191780821918,0.482191780821918,1,85,45,0,100,1,"al"
23,"georgeFloyd","trumpFraud",166,70,1,0.7,0.454794520547945,0.245205479452055,0.245205479452055,1,100,35,0,50,1,"al"
23,"kobe","covid",44,30,1,0.3,0.120547945205479,0.179452054794521,0.179452054794521,1,90,100,0,100,0,"bl"
23,"kobe","firstStim",60,50,1,0.5,0.164383561643836,0.335616438356164,0.335616438356164,1,90,70,50,50,0,"bl"
23,"kobe","RBG",235,30,1,0.3,0.643835616438356,-0.343835616438356,0.343835616438356,1,75,60,0,100,1,"l"
23,"RBG","presBiden",51,60,1,0.6,0.13972602739726,0.46027397260274,0.46027397260274,1,85,50,0,75,0,"al"
23,"soleimani","BLM",148,50,0,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,NA,50,25,15,35,1,"l"
23,"soleimani","covid",67,50,0,0.5,0.183561643835616,0.316438356164384,0.316438356164384,NA,50,50,0,50,0,"bl"
24,"covid","BLM",82,41,1,0.41,0.224657534246575,0.185342465753425,0.185342465753425,1,77.5,52.5,40,20,0,"l"
24,"covid","presBiden",241,87,1,0.87,0.66027397260274,0.20972602739726,0.20972602739726,1,92.5,65,33.5,15,1,"l"
24,"firstStim","georgeFloyd",59,30,1,0.3,0.161643835616438,0.138356164383562,0.138356164383562,1,70,63,37.5,40,0,"l"
24,"georgeFloyd","RBG",116,69,1,0.69,0.317808219178082,0.372191780821918,0.372191780821918,1,80,42.5,0,56.5,1,"al"
24,"georgeFloyd","trumpFraud",166,69,1,0.69,0.454794520547945,0.235205479452055,0.235205479452055,1,87.5,35,0,75,1,"al"
24,"kobe","covid",44,72,1,0.72,0.120547945205479,0.599452054794521,0.599452054794521,0,85,95,0,30,0,"bl"
24,"kobe","firstStim",60,30,1,0.3,0.164383561643836,0.135616438356164,0.135616438356164,1,67.5,83,37.5,15,0,"bl"
24,"kobe","RBG",235,49,1,0.49,0.643835616438356,-0.153835616438356,0.153835616438356,1,77.5,62.5,0,31.5,1,"l"
24,"RBG","presBiden",51,15,1,0.15,0.13972602739726,0.0102739726027397,0.0102739726027397,1,85,32.5,33.5,16.5,0,"al"
24,"soleimani","BLM",148,39,1,0.39,0.405479452054795,-0.0154794520547945,0.0154794520547945,0,75,55,45,25,1,"l"
24,"soleimani","covid",67,66,1,0.66,0.183561643835616,0.476438356164384,0.476438356164384,0,82.5,92.5,5,35,0,"bl"
25,"covid","BLM",82,71,1,0.71,0.224657534246575,0.485342465753425,0.485342465753425,1,100,100,50,50,0,"l"
