"subject","event1","event2","actualDist","value","bothMem","respProp","actProp","propDiff","propAbsDiff","pairOrder","avgMem","avgSurp","avgPos","avgNeg","distFactor","lockdownFactor"
142,"covid","BLM",82,60,1,0.6,0.224657534246575,0.375342465753425,0.375342465753425,1,100,60,47.5,45,0,"l"
142,"covid","presBiden",241,85,1,0.85,0.66027397260274,0.18972602739726,0.18972602739726,1,100,50,50,45,1,"l"
142,"firstStim","georgeFloyd",59,40,1,0.4,0.161643835616438,0.238356164383562,0.238356164383562,0,100,85,50,50,0,"l"
142,"georgeFloyd","RBG",116,50,1,0.5,0.317808219178082,0.182191780821918,0.182191780821918,1,100,85,10,90,1,"al"
142,"georgeFloyd","trumpFraud",166,80,1,0.8,0.454794520547945,0.345205479452055,0.345205479452055,1,100,35,0,100,1,"al"
142,"kobe","covid",44,80,1,0.8,0.120547945205479,0.679452054794521,0.679452054794521,0,100,100,0,95,0,"bl"
142,"kobe","firstStim",60,50,1,0.5,0.164383561643836,0.335616438356164,0.335616438356164,0,100,100,50,50,0,"bl"
142,"kobe","RBG",235,50,1,0.5,0.643835616438356,-0.143835616438356,0.143835616438356,1,100,100,10,90,1,"l"
142,"RBG","presBiden",51,45,1,0.45,0.13972602739726,0.31027397260274,0.31027397260274,1,100,50,60,40,0,"al"
142,"soleimani","BLM",148,50,0,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,NA,50,10,47.5,0,1,"l"
142,"soleimani","covid",67,50,0,0.5,0.183561643835616,0.316438356164384,0.316438356164384,NA,50,50,0,45,0,"bl"
143,"covid","BLM",82,10,1,0.1,0.224657534246575,-0.124657534246575,0.124657534246575,1,100,100,50,50,0,"l"
143,"covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,100,100,50,50,1,"l"
143,"firstStim","georgeFloyd",59,0,1,0,0.161643835616438,-0.161643835616438,0.161643835616438,1,100,100,50,50,0,"l"
143,"georgeFloyd","RBG",116,70,1,0.7,0.317808219178082,0.382191780821918,0.382191780821918,1,100,100,0,65,1,"al"
143,"georgeFloyd","trumpFraud",166,80,1,0.8,0.454794520547945,0.345205479452055,0.345205479452055,1,100,100,0,90,1,"al"
143,"kobe","covid",44,25,1,0.25,0.120547945205479,0.129452054794521,0.129452054794521,1,100,100,0,100,0,"bl"
143,"kobe","firstStim",60,20,1,0.2,0.164383561643836,0.0356164383561644,0.0356164383561644,1,100,100,50,50,0,"bl"
143,"kobe","RBG",235,100,1,1,0.643835616438356,0.356164383561644,0.356164383561644,1,100,100,0,65,1,"l"
143,"RBG","presBiden",51,10,1,0.1,0.13972602739726,-0.0397260273972603,0.0397260273972603,1,100,100,50,15,0,"al"
143,"soleimani","BLM",148,51,1,0.51,0.405479452054795,0.104520547945205,0.104520547945205,1,79.5,100,80,25.5,1,"l"
143,"soleimani","covid",67,29,1,0.29,0.183561643835616,0.106438356164384,0.106438356164384,1,79.5,100,30,75.5,0,"bl"
144,"covid","BLM",82,25,1,0.25,0.224657534246575,0.0253424657534247,0.0253424657534247,1,65,43,5.5,41,0,"l"
144,"covid","presBiden",241,81,1,0.81,0.66027397260274,0.14972602739726,0.14972602739726,1,90,68,45,46,1,"l"
144,"firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,1,61,31,36,43,0,"l"
144,"georgeFloyd","RBG",116,72,1,0.72,0.317808219178082,0.402191780821918,0.402191780821918,1,81,43,0,93,1,"al"
144,"georgeFloyd","trumpFraud",166,36,1,0.36,0.454794520547945,-0.0947945205479452,0.0947945205479452,1,47.5,17.5,2,48.5,1,"al"
144,"kobe","covid",44,10,1,0.1,0.120547945205479,-0.0205479452054795,0.0205479452054795,1,90.5,93,0,66,0,"bl"
144,"kobe","firstStim",60,21,1,0.21,0.164383561643836,0.0456164383561644,0.0456164383561644,1,66,65,36,25,0,"bl"
144,"kobe","RBG",235,71,1,0.71,0.643835616438356,0.0661643835616438,0.0661643835616438,1,86,77,0,75,1,"l"
144,"RBG","presBiden",51,73,1,0.73,0.13972602739726,0.59027397260274,0.59027397260274,1,85.5,52,45,55,0,"al"
144,"soleimani","BLM",148,39,1,0.39,0.405479452054795,-0.0154794520547945,0.0154794520547945,0,35.5,6,5.5,23,1,"l"
144,"soleimani","covid",67,71,1,0.71,0.183561643835616,0.526438356164384,0.526438356164384,0,70.5,49,0,64,0,"bl"
145,"covid","BLM",82,40,1,0.4,0.224657534246575,0.175342465753425,0.175342465753425,1,65,61.5,10,49,0,"l"
145,"covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,72.5,76,0,27.5,1,"l"
145,"firstStim","georgeFloyd",59,59,1,0.59,0.161643835616438,0.428356164383562,0.428356164383562,1,70,64,42.5,33.5,0,"l"
145,"georgeFloyd","RBG",116,68,1,0.68,0.317808219178082,0.362191780821918,0.362191780821918,1,85,47,0,46,1,"al"
145,"georgeFloyd","trumpFraud",166,74,1,0.74,0.454794520547945,0.285205479452055,0.285205479452055,1,72.5,37,0,33.5,1,"al"
145,"kobe","covid",44,50,1,0.5,0.120547945205479,0.379452054794521,0.379452054794521,0,80,93.5,0,60,0,"bl"
145,"kobe","firstStim",60,60,1,0.6,0.164383561643836,0.435616438356164,0.435616438356164,0,77.5,82,42.5,42.5,0,"bl"
145,"kobe","RBG",235,61,1,0.61,0.643835616438356,-0.0338356164383562,0.0338356164383562,1,92.5,65,0,55,1,"l"
145,"RBG","presBiden",51,68,1,0.68,0.13972602739726,0.54027397260274,0.54027397260274,1,85,47.5,0,22.5,0,"al"
145,"soleimani","BLM",148,50,0,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,NA,27.5,18,10,31.5,1,"l"
145,"soleimani","covid",67,45,0,0.45,0.183561643835616,0.266438356164384,0.266438356164384,NA,37.5,43.5,0,17.5,0,"bl"
146,"covid","BLM",82,57,1,0.57,0.224657534246575,0.345342465753425,0.345342465753425,1,100,80.5,48.5,50,0,"l"
146,"covid","presBiden",241,65,1,0.65,0.66027397260274,-0.0102739726027397,0.0102739726027397,1,100,81.5,59.5,45.5,1,"l"
146,"firstStim","georgeFloyd",59,59,1,0.59,0.161643835616438,0.428356164383562,0.428356164383562,1,100,87.5,50.5,50.5,0,"l"
146,"georgeFloyd","RBG",116,44,1,0.44,0.317808219178082,0.122191780821918,0.122191780821918,0,100,69,1,96,1,"al"
146,"georgeFloyd","trumpFraud",166,47,1,0.47,0.454794520547945,0.0152054794520547,0.0152054794520547,0,96.5,51,1,93.5,1,"al"
146,"kobe","covid",44,41,1,0.41,0.120547945205479,0.289452054794521,0.289452054794521,1,100,92.5,10,95,0,"bl"
146,"kobe","firstStim",60,42,1,0.42,0.164383561643836,0.255616438356164,0.255616438356164,1,100,100,50.5,50.5,0,"bl"
146,"kobe","RBG",235,79,1,0.79,0.643835616438356,0.146164383561644,0.146164383561644,1,100,81.5,1,96,1,"l"
146,"RBG","presBiden",51,36,1,0.36,0.13972602739726,0.22027397260274,0.22027397260274,1,100,70.5,50.5,46.5,0,"al"
146,"soleimani","BLM",148,72,1,0.72,0.405479452054795,0.314520547945205,0.314520547945205,0,50.5,44.5,39.5,13,1,"l"
146,"soleimani","covid",67,35,1,0.35,0.183561643835616,0.166438356164384,0.166438356164384,0,50.5,49,10,53,0,"bl"
147,"covid","BLM",82,70,1,0.7,0.224657534246575,0.475342465753425,0.475342465753425,1,100,55,6,49,0,"l"
147,"covid","presBiden",241,65,1,0.65,0.66027397260274,-0.0102739726027397,0.0102739726027397,1,100,45,50,39,1,"l"
147,"firstStim","georgeFloyd",59,26,1,0.26,0.161643835616438,0.0983561643835617,0.0983561643835617,0,100,46,50,50,0,"l"
147,"georgeFloyd","RBG",116,35,1,0.35,0.317808219178082,0.0321917808219178,0.0321917808219178,1,100,82.5,0,88,1,"al"
147,"georgeFloyd","trumpFraud",166,40,1,0.4,0.454794520547945,-0.0547945205479452,0.0547945205479452,1,100,44.5,0,100,1,"al"
147,"kobe","covid",44,9,1,0.09,0.120547945205479,-0.0305479452054795,0.0305479452054795,1,100,90.5,0,89,0,"bl"
147,"kobe","firstStim",60,51,1,0.51,0.164383561643836,0.345616438356164,0.345616438356164,1,100,56,50,50,0,"bl"
147,"kobe","RBG",235,81,1,0.81,0.643835616438356,0.166164383561644,0.166164383561644,1,100,92.5,0,88,1,"l"
147,"RBG","presBiden",51,63,1,0.63,0.13972602739726,0.49027397260274,0.49027397260274,1,100,47,50,38,0,"al"
147,"soleimani","BLM",148,50,0,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,NA,50,14.5,6,10,1,"l"
147,"soleimani","covid",67,69,0,0.69,0.183561643835616,0.506438356164383,0.506438356164383,NA,50,40.5,0,39,0,"bl"
148,"covid","BLM",82,30,1,0.3,0.224657534246575,0.0753424657534247,0.0753424657534247,1,100,50,50,50,0,"l"
148,"covid","presBiden",241,80,1,0.8,0.66027397260274,0.13972602739726,0.13972602739726,1,97.5,97.5,25,75,1,"l"
148,"firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,1,80,50,50,50,0,"l"
148,"georgeFloyd","RBG",116,40,1,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,1,85,15,0,50,1,"al"
148,"georgeFloyd","trumpFraud",166,60,1,0.6,0.454794520547945,0.145205479452055,0.145205479452055,1,100,0,0,100,1,"al"
148,"kobe","covid",44,70,1,0.7,0.120547945205479,0.579452054794521,0.579452054794521,0,100,100,0,100,0,"bl"
148,"kobe","firstStim",60,60,1,0.6,0.164383561643836,0.435616438356164,0.435616438356164,0,80,100,50,50,0,"bl"
148,"kobe","RBG",235,15,1,0.15,0.643835616438356,-0.493835616438356,0.493835616438356,1,85,65,0,50,1,"l"
148,"RBG","presBiden",51,39,1,0.39,0.13972602739726,0.25027397260274,0.25027397260274,1,82.5,62.5,25,25,0,"al"
148,"soleimani","BLM",148,40,1,0.4,0.405479452054795,-0.0054794520547945,0.0054794520547945,1,90,45,50,0,1,"l"
148,"soleimani","covid",67,5,1,0.05,0.183561643835616,-0.133561643835616,0.133561643835616,1,90,95,0,50,0,"bl"
149,"covid","BLM",82,7,1,0.07,0.224657534246575,-0.154657534246575,0.154657534246575,1,95.5,49.5,1,74,0,"l"
149,"covid","presBiden",241,72,1,0.72,0.66027397260274,0.0597260273972603,0.0597260273972603,1,97,37,43.5,40.5,1,"l"
149,"firstStim","georgeFloyd",59,61,1,0.61,0.161643835616438,0.448356164383562,0.448356164383562,0,83.5,30.5,30.5,46,0,"l"
149,"georgeFloyd","RBG",116,40,1,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,1,82.5,56,0,68.5,1,"al"
149,"georgeFloyd","trumpFraud",166,65,1,0.65,0.454794520547945,0.195205479452055,0.195205479452055,1,92.5,24,0,90.5,1,"al"
149,"kobe","covid",44,34,1,0.34,0.120547945205479,0.219452054794521,0.219452054794521,0,90,67.5,1,62.5,0,"bl"
149,"kobe","firstStim",60,26,1,0.26,0.164383561643836,0.0956164383561644,0.0956164383561644,1,76,51.5,30.5,27,0,"bl"
149,"kobe","RBG",235,65,1,0.65,0.643835616438356,0.00616438356164384,0.00616438356164384,0,75,77,0,49.5,1,"l"
149,"RBG","presBiden",51,53,1,0.53,0.13972602739726,0.39027397260274,0.39027397260274,1,82,46.5,42.5,27.5,0,"al"
149,"soleimani","BLM",148,46,0,0.46,0.405479452054795,0.0545205479452055,0.0545205479452055,NA,45.5,27,0,38.5,1,"l"
149,"soleimani","covid",67,29,0,0.29,0.183561643835616,0.106438356164384,0.106438356164384,NA,50,22.5,1,35.5,0,"bl"
15,"covid","BLM",82,50,1,0.5,0.224657534246575,0.275342465753425,0.275342465753425,1,47.5,58.5,15,42.5,0,"l"
15,"covid","presBiden",241,50,1,0.5,0.66027397260274,-0.16027397260274,0.16027397260274,1,55,81,47.5,40,1,"l"
15,"firstStim","georgeFloyd",59,70,1,0.7,0.161643835616438,0.538356164383562,0.538356164383562,0,65,60,40,45,0,"l"
15,"georgeFloyd","RBG",116,50,1,0.5,0.317808219178082,0.182191780821918,0.182191780821918,1,60,25,0,65,1,"al"
15,"georgeFloyd","trumpFraud",166,60,1,0.6,0.454794520547945,0.145205479452055,0.145205479452055,1,65,30,0,90,1,"al"
15,"kobe","covid",44,60,1,0.6,0.120547945205479,0.479452054794521,0.479452054794521,0,57.5,83.5,10,47.5,0,"bl"
15,"kobe","firstStim",60,80,1,0.8,0.164383561643836,0.635616438356164,0.635616438356164,1,45,75,40,15,0,"bl"
15,"kobe","RBG",235,50,1,0.5,0.643835616438356,-0.143835616438356,0.143835616438356,1,40,40,0,35,1,"l"
15,"RBG","presBiden",51,40,1,0.4,0.13972602739726,0.26027397260274,0.26027397260274,1,37.5,37.5,37.5,27.5,0,"al"
15,"soleimani","BLM",148,88,1,0.88,0.405479452054795,0.474520547945205,0.474520547945205,1,10,35,5,5,1,"l"
15,"soleimani","covid",67,40,1,0.4,0.183561643835616,0.216438356164384,0.216438356164384,1,47.5,73.5,10,37.5,0,"bl"
150,"covid","BLM",82,29,1,0.29,0.224657534246575,0.0653424657534246,0.0653424657534246,1,90,47,50,62.5,0,"l"
150,"covid","presBiden",241,85,1,0.85,0.66027397260274,0.18972602739726,0.18972602739726,1,90,70,57.5,45,1,"l"
150,"firstStim","georgeFloyd",59,59,1,0.59,0.161643835616438,0.428356164383562,0.428356164383562,0,72.5,45.5,45,51,0,"l"
150,"georgeFloyd","RBG",116,87,1,0.87,0.317808219178082,0.552191780821918,0.552191780821918,1,77.5,22.5,0.5,100,1,"al"
150,"georgeFloyd","trumpFraud",166,95,1,0.95,0.454794520547945,0.495205479452055,0.495205479452055,1,82.5,3,0.5,95,1,"al"
150,"kobe","covid",44,29,1,0.29,0.120547945205479,0.169452054794521,0.169452054794521,1,95,92.5,25,87.5,0,"bl"
150,"kobe","firstStim",60,43,1,0.43,0.164383561643836,0.265616438356164,0.265616438356164,1,75,90.5,45,51,0,"bl"
150,"kobe","RBG",235,88,1,0.88,0.643835616438356,0.236164383561644,0.236164383561644,1,80,67.5,0.5,100,1,"l"
150,"RBG","presBiden",51,17,1,0.17,0.13972602739726,0.0302739726027397,0.0302739726027397,1,75,45,33,57.5,0,"al"
150,"soleimani","BLM",148,24,0,0.24,0.405479452054795,-0.165479452054795,0.165479452054795,NA,40,2,25,25,1,"l"
150,"soleimani","covid",67,25,0,0.25,0.183561643835616,0.0664383561643836,0.0664383561643836,NA,50,45,25,37.5,0,"bl"
151,"covid","BLM",82,31,1,0.31,0.224657534246575,0.0853424657534247,0.0853424657534247,1,100,92.5,22.5,90.5,0,"l"
151,"covid","presBiden",241,92,1,0.92,0.66027397260274,0.25972602739726,0.25972602739726,1,100,91.5,37.5,54,1,"l"
151,"firstStim","georgeFloyd",59,28,1,0.28,0.161643835616438,0.118356164383562,0.118356164383562,1,95.5,87,47,50,0,"l"
151,"georgeFloyd","RBG",116,80,1,0.8,0.317808219178082,0.482191780821918,0.482191780821918,1,100,86.5,0,100,1,"al"
151,"georgeFloyd","trumpFraud",166,60,1,0.6,0.454794520547945,0.145205479452055,0.145205479452055,1,100,81,7,94,1,"al"
151,"kobe","covid",44,20,1,0.2,0.120547945205479,0.0794520547945206,0.0794520547945206,1,100,97,0,100,0,"bl"
151,"kobe","firstStim",60,30,1,0.3,0.164383561643836,0.135616438356164,0.135616438356164,1,95.5,89,47,50,0,"bl"
151,"kobe","RBG",235,82,1,0.82,0.643835616438356,0.176164383561644,0.176164383561644,1,100,88.5,0,100,1,"l"
151,"RBG","presBiden",51,29,1,0.29,0.13972602739726,0.15027397260274,0.15027397260274,1,100,83,37.5,54,0,"al"
151,"soleimani","BLM",148,63,0,0.63,0.405479452054795,0.224520547945205,0.224520547945205,NA,50,42.5,22.5,40.5,1,"l"
151,"soleimani","covid",67,40,0,0.4,0.183561643835616,0.216438356164384,0.216438356164384,NA,50,50,0,50,0,"bl"
152,"covid","BLM",82,41,1,0.41,0.224657534246575,0.185342465753425,0.185342465753425,1,100,42.5,40,31,0,"l"
152,"covid","presBiden",241,94,1,0.94,0.66027397260274,0.27972602739726,0.27972602739726,1,100,52.5,42,38,1,"l"
152,"firstStim","georgeFloyd",59,33,1,0.33,0.161643835616438,0.168356164383562,0.168356164383562,0,100,41,38.5,40.5,0,"l"
152,"georgeFloyd","RBG",116,39,1,0.39,0.317808219178082,0.0721917808219178,0.0721917808219178,1,91.5,55.5,0,71.5,1,"al"
152,"georgeFloyd","trumpFraud",166,78,1,0.78,0.454794520547945,0.325205479452055,0.325205479452055,1,100,44.5,7.5,55,1,"al"
152,"kobe","covid",44,56,1,0.56,0.120547945205479,0.439452054794521,0.439452054794521,0,100,86.5,5.5,76,0,"bl"
152,"kobe","firstStim",60,62,1,0.62,0.164383561643836,0.455616438356164,0.455616438356164,1,100,63.5,40.5,46,0,"bl"
152,"kobe","RBG",235,58,1,0.58,0.643835616438356,-0.0638356164383562,0.0638356164383562,1,91.5,78,2,77,1,"l"
152,"RBG","presBiden",51,64,1,0.64,0.13972602739726,0.50027397260274,0.50027397260274,1,91.5,44,38.5,39,0,"al"
152,"soleimani","BLM",148,49,1,0.49,0.405479452054795,0.0845205479452055,0.0845205479452055,1,73.5,15,42.5,6,1,"l"
152,"soleimani","covid",67,19,1,0.19,0.183561643835616,0.00643835616438357,0.00643835616438357,0,73.5,45.5,9.5,37,0,"bl"
153,"covid","BLM",82,9,1,0.09,0.224657534246575,-0.134657534246575,0.134657534246575,1,100,44,44,94.5,0,"l"
153,"covid","presBiden",241,59,1,0.59,0.66027397260274,-0.0702739726027397,0.0702739726027397,1,68,40.5,0,100,1,"l"
153,"firstStim","georgeFloyd",59,13,1,0.13,0.161643835616438,-0.0316438356164384,0.0316438356164384,1,87,27.5,48,70.5,0,"l"
153,"georgeFloyd","RBG",116,81,1,0.81,0.317808219178082,0.492191780821918,0.492191780821918,0,55.5,20.5,0,58,1,"al"
153,"georgeFloyd","trumpFraud",166,32,1,0.32,0.454794520547945,-0.134794520547945,0.134794520547945,0,89,0,0,100,1,"al"
153,"kobe","covid",44,25,1,0.25,0.120547945205479,0.129452054794521,0.129452054794521,0,95.5,90.5,0,100,0,"bl"
153,"kobe","firstStim",60,16,1,0.16,0.164383561643836,-0.0043835616438356,0.0043835616438356,0,82.5,77.5,48,70.5,0,"bl"
153,"kobe","RBG",235,61,1,0.61,0.643835616438356,-0.0338356164383562,0.0338356164383562,0,51,70.5,0,58,1,"l"
153,"RBG","presBiden",51,76,1,0.76,0.13972602739726,0.62027397260274,0.62027397260274,1,23.5,20.5,0,58,0,"al"
153,"soleimani","BLM",148,35,0,0.35,0.405479452054795,-0.0554794520547945,0.0554794520547945,NA,50,3.5,44,44.5,1,"l"
153,"soleimani","covid",67,30,0,0.3,0.183561643835616,0.116438356164384,0.116438356164384,NA,50,40.5,0,50,0,"bl"
154,"covid","BLM",82,18,1,0.18,0.224657534246575,-0.0446575342465753,0.0446575342465753,0,74,83,0,63,0,"l"
154,"covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,99.5,100,0,100,1,"l"
154,"firstStim","georgeFloyd",59,38,1,0.38,0.161643835616438,0.218356164383562,0.218356164383562,1,88.5,100,50,50.5,0,"l"
154,"georgeFloyd","RBG",116,61,1,0.61,0.317808219178082,0.292191780821918,0.292191780821918,1,92,76,0,76.5,1,"al"
154,"georgeFloyd","trumpFraud",166,48,1,0.48,0.454794520547945,0.0252054794520548,0.0252054794520548,1,98,50,0,50,1,"al"
154,"kobe","covid",44,29,1,0.29,0.120547945205479,0.169452054794521,0.169452054794521,1,86,100,0,100,0,"bl"
154,"kobe","firstStim",60,23,1,0.23,0.164383561643836,0.0656164383561644,0.0656164383561644,1,77,100,50,50.5,0,"bl"
154,"kobe","RBG",235,61,1,0.61,0.643835616438356,-0.0338356164383562,0.0338356164383562,1,80.5,76,0,76.5,1,"l"
154,"RBG","presBiden",51,23,1,0.23,0.13972602739726,0.0902739726027397,0.0902739726027397,1,94,76,0,76.5,0,"al"
154,"soleimani","BLM",148,40,1,0.4,0.405479452054795,-0.0054794520547945,0.0054794520547945,0,42.5,54.5,35.5,13.5,1,"l"
154,"soleimani","covid",67,21,1,0.21,0.183561643835616,0.0264383561643836,0.0264383561643836,0,67.5,71.5,35.5,50.5,0,"bl"
155,"covid","BLM",82,13,1,0.13,0.224657534246575,-0.0946575342465753,0.0946575342465753,1,89.5,51,40,40,0,"l"
155,"covid","presBiden",241,80,1,0.8,0.66027397260274,0.13972602739726,0.13972602739726,1,93,38,54,34,1,"l"
155,"firstStim","georgeFloyd",59,33,1,0.33,0.161643835616438,0.168356164383562,0.168356164383562,1,90,64,37,50,0,"l"
155,"georgeFloyd","RBG",116,34,1,0.34,0.317808219178082,0.0221917808219178,0.0221917808219178,1,95,58,2.5,79.5,1,"al"
155,"georgeFloyd","trumpFraud",166,63,1,0.63,0.454794520547945,0.175205479452055,0.175205479452055,0,96,34.5,0,97.5,1,"al"
155,"kobe","covid",44,23,1,0.23,0.120547945205479,0.109452054794521,0.109452054794521,1,97,70,6,75,0,"bl"
155,"kobe","firstStim",60,67,1,0.67,0.164383561643836,0.505616438356164,0.505616438356164,1,87.5,64.5,38,45,0,"bl"
155,"kobe","RBG",235,75,1,0.75,0.643835616438356,0.106164383561644,0.106164383561644,1,92.5,58.5,3.5,74.5,1,"l"
155,"RBG","presBiden",51,22,1,0.22,0.13972602739726,0.0802739726027397,0.0802739726027397,1,88.5,26.5,51.5,33.5,0,"al"
155,"soleimani","BLM",148,75,1,0.75,0.405479452054795,0.344520547945205,0.344520547945205,1,72,35.5,41.5,44.5,1,"l"
155,"soleimani","covid",67,15,1,0.15,0.183561643835616,-0.0335616438356164,0.0335616438356164,1,81.5,57.5,11.5,69.5,0,"bl"
156,"covid","BLM",82,31,1,0.31,0.224657534246575,0.0853424657534247,0.0853424657534247,1,100,57.5,25,75,0,"l"
156,"covid","presBiden",241,89,1,0.89,0.66027397260274,0.22972602739726,0.22972602739726,1,100,62.5,50,50,1,"l"
156,"firstStim","georgeFloyd",59,65,1,0.65,0.161643835616438,0.488356164383562,0.488356164383562,0,76.5,54.5,48,50,0,"l"
156,"georgeFloyd","RBG",116,51,1,0.51,0.317808219178082,0.192191780821918,0.192191780821918,1,95,62,0,100,1,"al"
156,"georgeFloyd","trumpFraud",166,77,1,0.77,0.454794520547945,0.315205479452055,0.315205479452055,1,100,12,0,100,1,"al"
156,"kobe","covid",44,31,1,0.31,0.120547945205479,0.189452054794521,0.189452054794521,1,91.5,100,0,100,0,"bl"
156,"kobe","firstStim",60,62,1,0.62,0.164383561643836,0.455616438356164,0.455616438356164,1,68,92.5,48,50,0,"bl"
156,"kobe","RBG",235,83,1,0.83,0.643835616438356,0.186164383561644,0.186164383561644,1,86.5,100,0,100,1,"l"
156,"RBG","presBiden",51,81,1,0.81,0.13972602739726,0.67027397260274,0.67027397260274,1,95,62.5,50,50,0,"al"
156,"soleimani","BLM",148,40,0,0.4,0.405479452054795,-0.0054794520547945,0.0054794520547945,NA,50,7.5,25,25,1,"l"
156,"soleimani","covid",67,62,0,0.62,0.183561643835616,0.436438356164384,0.436438356164384,NA,50,50,0,50,0,"bl"
157,"covid","BLM",82,7,1,0.07,0.224657534246575,-0.154657534246575,0.154657534246575,1,85,89,41.5,65.5,0,"l"
157,"covid","presBiden",241,31,1,0.31,0.66027397260274,-0.35027397260274,0.35027397260274,1,87,65.5,48.5,66,1,"l"
157,"firstStim","georgeFloyd",59,29,1,0.29,0.161643835616438,0.128356164383562,0.128356164383562,0,84.5,53,60,42.5,0,"l"
157,"georgeFloyd","RBG",116,77,0,0.77,0.317808219178082,0.452191780821918,0.452191780821918,NA,43.5,38.5,12,35,1,"al"
157,"georgeFloyd","trumpFraud",166,77,1,0.77,0.454794520547945,0.315205479452055,0.315205479452055,1,65.5,67.5,23.5,74.5,1,"al"
157,"kobe","covid",44,18,1,0.18,0.120547945205479,0.0594520547945205,0.0594520547945205,1,89.5,94,44.5,68,0,"bl"
157,"kobe","firstStim",60,14,1,0.14,0.164383561643836,-0.0243835616438356,0.0243835616438356,1,83,61.5,53.5,53,0,"bl"
157,"kobe","RBG",235,65,0,0.65,0.643835616438356,0.00616438356164384,0.00616438356164384,NA,42,47,5.5,45.5,1,"l"
157,"RBG","presBiden",51,10,0,0.1,0.13972602739726,-0.0397260273972603,0.0397260273972603,NA,39.5,18.5,9.5,43.5,0,"al"
157,"soleimani","BLM",148,28,0,0.28,0.405479452054795,-0.125479452054794,0.125479452054794,NA,37.5,42,2.5,43,1,"l"
157,"soleimani","covid",67,21,0,0.21,0.183561643835616,0.0264383561643836,0.0264383561643836,NA,47.5,47,39,22.5,0,"bl"
158,"covid","BLM",82,9,1,0.09,0.224657534246575,-0.134657534246575,0.134657534246575,1,85.5,73,58.5,41,0,"l"
158,"covid","presBiden",241,93,1,0.93,0.66027397260274,0.26972602739726,0.26972602739726,1,75.5,57.5,66,32.5,1,"l"
158,"firstStim","georgeFloyd",59,71,1,0.71,0.161643835616438,0.548356164383562,0.548356164383562,1,53,37,41.5,56,0,"l"
158,"georgeFloyd","RBG",116,16,1,0.16,0.317808219178082,-0.157808219178082,0.157808219178082,0,61,11,14.5,88,1,"al"
158,"georgeFloyd","trumpFraud",166,83,1,0.83,0.454794520547945,0.375205479452055,0.375205479452055,1,57,44,7,92,1,"al"
158,"kobe","covid",44,16,1,0.16,0.120547945205479,0.0394520547945205,0.0394520547945205,0,65.5,85.5,25.5,75.5,0,"bl"
158,"kobe","firstStim",60,75,1,0.75,0.164383561643836,0.585616438356164,0.585616438356164,1,52.5,80.5,38,60,0,"bl"
158,"kobe","RBG",235,11,1,0.11,0.643835616438356,-0.533835616438356,0.533835616438356,0,60.5,54.5,11,92,1,"l"
158,"RBG","presBiden",51,92,1,0.92,0.13972602739726,0.78027397260274,0.78027397260274,1,70.5,26.5,51.5,49,0,"al"
158,"soleimani","BLM",148,42,1,0.42,0.405479452054795,0.0145205479452055,0.0145205479452055,1,90,82.5,37,64,1,"l"
158,"soleimani","covid",67,12,1,0.12,0.183561643835616,-0.0635616438356164,0.0635616438356164,1,75.5,81.5,28.5,74,0,"bl"
159,"covid","BLM",82,71,1,0.71,0.224657534246575,0.485342465753425,0.485342465753425,1,84.5,37.5,23,26,0,"l"
159,"covid","presBiden",241,37,1,0.37,0.66027397260274,-0.29027397260274,0.29027397260274,1,100,62.5,40.5,26,1,"l"
159,"firstStim","georgeFloyd",59,60,1,0.6,0.161643835616438,0.438356164383562,0.438356164383562,1,90,49.5,50,50,0,"l"
159,"georgeFloyd","RBG",116,78,1,0.78,0.317808219178082,0.462191780821918,0.462191780821918,1,95,45,0,72,1,"al"
159,"georgeFloyd","trumpFraud",166,39,1,0.39,0.454794520547945,-0.0647945205479452,0.0647945205479452,1,100,15,0,100,1,"al"
159,"kobe","covid",44,34,1,0.34,0.120547945205479,0.219452054794521,0.219452054794521,1,100,82.5,8.5,41.5,0,"bl"
159,"kobe","firstStim",60,22,1,0.22,0.164383561643836,0.0556164383561644,0.0556164383561644,1,90,84.5,50,15.5,0,"bl"
159,"kobe","RBG",235,70,1,0.7,0.643835616438356,0.0561643835616438,0.0561643835616438,1,95,80,0,37.5,1,"l"
159,"RBG","presBiden",51,16,1,0.16,0.13972602739726,0.0202739726027397,0.0202739726027397,1,95,60,32,22,0,"al"
159,"soleimani","BLM",148,71,1,0.71,0.405479452054795,0.304520547945205,0.304520547945205,1,69.5,34,17,42,1,"l"
159,"soleimani","covid",67,25,1,0.25,0.183561643835616,0.0664383561643836,0.0664383561643836,1,85,61.5,11,68,0,"bl"
