"subject","event","month","response","error","absError","covid"
60,"caucusNV","February",10,8,8,0
60,"primaryNH","February",8,6,6,0
60,"covid","March",1,-2,2,1
60,"firstStim","March",7,4,4,0
60,"borisJCovid","April",10,6,6,0
60,"georgeFloyd","May",4,-1,1,0
60,"BLM","June",6,0,0,0
60,"jadaSmith","July",9,2,2,0
60,"nayaRivera","July",6,-1,1,0
60,"RBG","September",3,-6,6,0
60,"presDebates","October",8,-2,2,0
60,"presBiden","November",11,0,0,0
60,"trumpFraud","November",11,0,0,0
60,"secondStim","December",10,-2,2,0
61,"kobe","January",3,2,2,0
61,"covid","March",3,0,0,1
61,"firstStim","March",6,3,3,0
61,"borisJCovid","April",6,2,2,0
61,"georgeFloyd","May",5,0,0,0
61,"BLM","June",5,-1,1,0
61,"nayaRivera","July",4,-3,3,0
61,"RBG","September",9,0,0,0
61,"toobinZoom","October",4,-6,6,0
61,"presDebates","October",8,-2,2,0
61,"presBiden","November",11,0,0,0
61,"trumpFraud","November",11,0,0,0
61,"baldwin","December",4,-8,8,0
61,"secondStim","December",12,0,0,0
62,"kobe","January",2,1,1,0
62,"covid","March",3,0,0,1
62,"firstStim","March",5,2,2,0
62,"borisJCovid","April",4,0,0,0
62,"NFL","April",8,4,4,0
62,"georgeFloyd","May",9,4,4,0
62,"BLM","June",5,-1,1,0
62,"jadaSmith","July",5,-2,2,0
62,"presDebates","October",9,-1,1,0
62,"presBiden","November",1,-10,10,0
62,"trumpFraud","November",1,-10,10,0
62,"secondStim","December",12,0,0,0
63,"kobe","January",5,4,4,0
63,"soleimani","January",1,0,0,0
63,"caucusNV","February",8,6,6,0
63,"primaryNH","February",5,3,3,0
63,"covid","March",5,2,2,1
63,"firstStim","March",5,2,2,0
63,"borisJCovid","April",7,3,3,0
63,"georgeFloyd","May",4,-1,1,0
63,"BLM","June",6,0,0,0
63,"jadaSmith","July",7,0,0,0
63,"presDebates","October",10,0,0,0
63,"presBiden","November",11,0,0,0
63,"trumpFraud","November",11,0,0,0
63,"baldwin","December",3,-9,9,0
63,"secondStim","December",7,-5,5,0
64,"kobe","January",1,0,0,0
64,"soleimani","January",8,7,7,0
64,"caucusNV","February",5,3,3,0
64,"primaryNH","February",3,1,1,0
64,"covid","March",3,0,0,1
64,"firstStim","March",5,2,2,0
64,"borisJCovid","April",5,1,1,0
64,"NFL","April",4,0,0,0
64,"georgeFloyd","May",2,-3,3,0
64,"olsenDivorce","May",9,4,4,0
64,"BLM","June",6,0,0,0
64,"barronTrump","June",5,-1,1,0
64,"jadaSmith","July",7,0,0,0
64,"nayaRivera","July",6,-1,1,0
64,"falwell","August",3,-5,5,0
64,"RBG","September",11,2,2,0
64,"presDebates","October",9,-1,1,0
64,"presBiden","November",11,0,0,0
64,"trumpFraud","November",11,0,0,0
64,"baldwin","December",3,-9,9,0
64,"secondStim","December",10,-2,2,0
65,"kobe","January",5,4,4,0
65,"soleimani","January",6,5,5,0
65,"caucusNV","February",8,6,6,0
65,"primaryNH","February",8,6,6,0
65,"covid","March",11,8,8,1
65,"firstStim","March",4,1,1,0
65,"borisJCovid","April",1,-3,3,0
65,"NFL","April",4,0,0,0
65,"georgeFloyd","May",3,-2,2,0
65,"BLM","June",3,-3,3,0
65,"nayaRivera","July",7,0,0,0
65,"RBG","September",6,-3,3,0
65,"presDebates","October",10,0,0,0
65,"presBiden","November",11,0,0,0
65,"trumpFraud","November",11,0,0,0
65,"secondStim","December",9,-3,3,0
66,"kobe","January",2,1,1,0
66,"soleimani","January",6,5,5,0
66,"covid","March",3,0,0,1
66,"firstStim","March",5,2,2,0
66,"georgeFloyd","May",7,2,2,0
66,"BLM","June",4,-2,2,0
66,"jadaSmith","July",10,3,3,0
66,"nayaRivera","July",8,1,1,0
66,"falwell","August",7,-1,1,0
66,"RBG","September",5,-4,4,0
66,"presDebates","October",10,0,0,0
66,"presBiden","November",11,0,0,0
66,"trumpFraud","November",12,1,1,0
66,"baldwin","December",7,-5,5,0
66,"secondStim","December",9,-3,3,0
67,"kobe","January",4,3,3,0
67,"soleimani","January",5,4,4,0
67,"caucusNV","February",9,7,7,0
67,"primaryNH","February",8,6,6,0
67,"covid","March",3,0,0,1
67,"firstStim","March",4,1,1,0
67,"borisJCovid","April",12,8,8,0
67,"georgeFloyd","May",9,4,4,0
67,"BLM","June",10,4,4,0
67,"nayaRivera","July",6,-1,1,0
67,"falwell","August",5,-3,3,0
67,"RBG","September",8,-1,1,0
67,"toobinZoom","October",4,-6,6,0
67,"presDebates","October",9,-1,1,0
67,"presBiden","November",11,0,0,0
67,"trumpFraud","November",12,1,1,0
67,"baldwin","December",5,-7,7,0
67,"secondStim","December",9,-3,3,0
68,"kobe","January",1,0,0,0
68,"covid","March",3,0,0,1
68,"firstStim","March",1,-2,2,0
68,"NFL","April",4,0,0,0
68,"georgeFloyd","May",5,0,0,0
68,"BLM","June",6,0,0,0
68,"jadaSmith","July",8,1,1,0
68,"nayaRivera","July",6,-1,1,0
68,"RBG","September",8,-1,1,0
68,"toobinZoom","October",5,-5,5,0
68,"presDebates","October",7,-3,3,0
68,"presBiden","November",11,0,0,0
68,"baldwin","December",5,-7,7,0
68,"secondStim","December",2,-10,10,0
69,"kobe","January",5,4,4,0
69,"soleimani","January",10,9,9,0
69,"caucusNV","February",3,1,1,0
69,"primaryNH","February",2,0,0,0
69,"covid","March",4,1,1,1
69,"firstStim","March",7,4,4,0
69,"borisJCovid","April",3,-1,1,0
69,"georgeFloyd","May",6,1,1,0
69,"BLM","June",3,-3,3,0
69,"nayaRivera","July",7,0,0,0
69,"trumpInterview","September",12,3,3,0
69,"RBG","September",8,-1,1,0
69,"toobinZoom","October",9,-1,1,0
69,"presDebates","October",10,0,0,0
69,"presBiden","November",11,0,0,0
69,"trumpFraud","November",11,0,0,0
69,"baldwin","December",5,-7,7,0
69,"secondStim","December",10,-2,2,0
70,"kobe","January",3,2,2,0
70,"primaryNH","February",3,1,1,0
70,"covid","March",3,0,0,1
70,"firstStim","March",5,2,2,0
70,"borisJCovid","April",7,3,3,0
70,"georgeFloyd","May",4,-1,1,0
70,"olsenDivorce","May",6,1,1,0
70,"BLM","June",9,3,3,0
70,"falwell","August",7,-1,1,0
70,"trumpInterview","September",11,2,2,0
70,"RBG","September",10,1,1,0
70,"presDebates","October",9,-1,1,0
70,"presBiden","November",11,0,0,0
70,"trumpFraud","November",11,0,0,0
70,"baldwin","December",6,-6,6,0
70,"secondStim","December",7,-5,5,0
71,"kobe","January",9,8,8,0
71,"soleimani","January",4,3,3,0
71,"caucusNV","February",8,6,6,0
71,"primaryNH","February",5,3,3,0
71,"covid","March",12,9,9,1
71,"firstStim","March",4,1,1,0
71,"borisJCovid","April",7,3,3,0
71,"NFL","April",12,8,8,0
71,"georgeFloyd","May",9,4,4,0
71,"BLM","June",5,-1,1,0
71,"trumpInterview","September",4,-5,5,0
71,"RBG","September",1,-8,8,0
71,"presDebates","October",7,-3,3,0
71,"presBiden","November",11,0,0,0
71,"trumpFraud","November",12,1,1,0
71,"secondStim","December",10,-2,2,0
72,"kobe","January",1,0,0,0
72,"soleimani","January",1,0,0,0
72,"caucusNV","February",2,0,0,0
72,"primaryNH","February",2,0,0,0
72,"covid","March",3,0,0,1
72,"firstStim","March",6,3,3,0
72,"borisJCovid","April",8,4,4,0
72,"georgeFloyd","May",2,-3,3,0
72,"BLM","June",3,-3,3,0
72,"nayaRivera","July",6,-1,1,0
72,"falwell","August",7,-1,1,0
72,"trumpInterview","September",8,-1,1,0
72,"RBG","September",6,-3,3,0
72,"toobinZoom","October",5,-5,5,0
72,"presDebates","October",10,0,0,0
72,"presBiden","November",11,0,0,0
72,"trumpFraud","November",11,0,0,0
72,"baldwin","December",6,-6,6,0
72,"secondStim","December",9,-3,3,0
73,"kobe","January",1,0,0,0
73,"covid","March",3,0,0,1
73,"firstStim","March",4,1,1,0
73,"borisJCovid","April",5,1,1,0
73,"georgeFloyd","May",6,1,1,0
73,"BLM","June",6,0,0,0
73,"nayaRivera","July",7,0,0,0
73,"trumpInterview","September",4,-5,5,0
73,"RBG","September",8,-1,1,0
73,"presDebates","October",7,-3,3,0
73,"presBiden","November",11,0,0,0
73,"trumpFraud","November",11,0,0,0
73,"secondStim","December",10,-2,2,0
74,"kobe","January",1,0,0,0
74,"covid","March",3,0,0,1
74,"firstStim","March",7,4,4,0
74,"borisJCovid","April",11,7,7,0
74,"georgeFloyd","May",5,0,0,0
74,"BLM","June",6,0,0,0
74,"jadaSmith","July",9,2,2,0
74,"trumpInterview","September",9,0,0,0
74,"RBG","September",10,1,1,0
74,"toobinZoom","October",7,-3,3,0
74,"presDebates","October",7,-3,3,0
74,"presBiden","November",11,0,0,0
74,"trumpFraud","November",11,0,0,0
74,"secondStim","December",12,0,0,0
75,"kobe","January",1,0,0,0
75,"covid","March",3,0,0,1
75,"firstStim","March",4,1,1,0
75,"NFL","April",3,-1,1,0
75,"georgeFloyd","May",5,0,0,0
75,"BLM","June",5,-1,1,0
75,"presDebates","October",10,0,0,0
75,"presBiden","November",11,0,0,0
75,"trumpFraud","November",11,0,0,0
75,"secondStim","December",6,-6,6,0
76,"kobe","January",7,6,6,0
76,"soleimani","January",5,4,4,0
76,"caucusNV","February",6,4,4,0
76,"primaryNH","February",6,4,4,0
76,"covid","March",3,0,0,1
76,"firstStim","March",6,3,3,0
76,"borisJCovid","April",7,3,3,0
76,"georgeFloyd","May",6,1,1,0
76,"olsenDivorce","May",7,2,2,0
76,"BLM","June",6,0,0,0
76,"jadaSmith","July",7,0,0,0
76,"nayaRivera","July",7,0,0,0
76,"falwell","August",7,-1,1,0
76,"trumpInterview","September",10,1,1,0
76,"RBG","September",9,0,0,0
76,"presDebates","October",10,0,0,0
76,"presBiden","November",11,0,0,0
76,"trumpFraud","November",11,0,0,0
76,"baldwin","December",7,-5,5,0
76,"secondStim","December",7,-5,5,0
77,"kobe","January",2,1,1,0
77,"soleimani","January",7,6,6,0
77,"caucusNV","February",6,4,4,0
77,"primaryNH","February",7,5,5,0
77,"covid","March",10,7,7,1
77,"firstStim","March",5,2,2,0
77,"borisJCovid","April",8,4,4,0
77,"georgeFloyd","May",5,0,0,0
77,"BLM","June",8,2,2,0
77,"nayaRivera","July",10,3,3,0
77,"falwell","August",3,-5,5,0
77,"trumpInterview","September",5,-4,4,0
77,"RBG","September",12,3,3,0
77,"toobinZoom","October",6,-4,4,0
77,"presDebates","October",7,-3,3,0
77,"presBiden","November",11,0,0,0
77,"trumpFraud","November",12,1,1,0
77,"baldwin","December",9,-3,3,0
77,"secondStim","December",1,-11,11,0
78,"kobe","January",2,1,1,0
78,"covid","March",3,0,0,1
78,"firstStim","March",4,1,1,0
78,"borisJCovid","April",7,3,3,0
78,"georgeFloyd","May",5,0,0,0
78,"BLM","June",8,2,2,0
78,"barronTrump","June",4,-2,2,0
78,"jadaSmith","July",1,-6,6,0
78,"nayaRivera","July",6,-1,1,0
78,"presDebates","October",8,-2,2,0
78,"presBiden","November",11,0,0,0
78,"trumpFraud","November",11,0,0,0
78,"secondStim","December",4,-8,8,0
79,"kobe","January",1,0,0,0
79,"covid","March",3,0,0,1
79,"firstStim","March",6,3,3,0
79,"borisJCovid","April",6,2,2,0
79,"georgeFloyd","May",5,0,0,0
79,"BLM","June",6,0,0,0
79,"jadaSmith","July",4,-3,3,0
79,"nayaRivera","July",7,0,0,0
79,"falwell","August",8,0,0,0
79,"thomBrenn","August",6,-2,2,0
79,"toobinZoom","October",9,-1,1,0
79,"presDebates","October",9,-1,1,0
79,"presBiden","November",11,0,0,0
79,"trumpFraud","November",11,0,0,0
79,"secondStim","December",9,-3,3,0
80,"kobe","January",3,2,2,0
80,"soleimani","January",1,0,0,0
80,"caucusNV","February",7,5,5,0
80,"primaryNH","February",6,4,4,0
80,"covid","March",3,0,0,1
80,"firstStim","March",5,2,2,0
80,"borisJCovid","April",10,6,6,0
80,"georgeFloyd","May",1,-4,4,0
80,"BLM","June",1,-5,5,0
80,"jadaSmith","July",2,-5,5,0
80,"nayaRivera","July",3,-4,4,0
80,"falwell","August",9,1,1,0
80,"thomBrenn","August",7,-1,1,0
80,"trumpInterview","September",9,0,0,0
80,"RBG","September",8,-1,1,0
80,"toobinZoom","October",11,1,1,0
80,"presDebates","October",9,-1,1,0
80,"presBiden","November",11,0,0,0
80,"trumpFraud","November",11,0,0,0
80,"baldwin","December",2,-10,10,0
80,"secondStim","December",7,-5,5,0
81,"kobe","January",2,1,1,0
81,"soleimani","January",11,10,10,0
81,"covid","March",3,0,0,1
81,"firstStim","March",4,1,1,0
81,"borisJCovid","April",10,6,6,0
81,"georgeFloyd","May",5,0,0,0
81,"BLM","June",6,0,0,0
81,"barronTrump","June",7,1,1,0
81,"jadaSmith","July",8,1,1,0
81,"nayaRivera","July",9,2,2,0
81,"RBG","September",12,3,3,0
81,"presDebates","October",6,-4,4,0
81,"presBiden","November",11,0,0,0
81,"trumpFraud","November",11,0,0,0
81,"secondStim","December",12,0,0,0
82,"kobe","January",1,0,0,0
82,"covid","March",3,0,0,1
82,"firstStim","March",6,3,3,0
82,"borisJCovid","April",8,4,4,0
82,"georgeFloyd","May",5,0,0,0
82,"BLM","June",3,-3,3,0
82,"nayaRivera","July",9,2,2,0
82,"falwell","August",2,-6,6,0
82,"trumpInterview","September",4,-5,5,0
82,"RBG","September",9,0,0,0
82,"presBiden","November",11,0,0,0
82,"trumpFraud","November",11,0,0,0
82,"secondStim","December",10,-2,2,0
83,"kobe","January",1,0,0,0
83,"covid","March",3,0,0,1
83,"firstStim","March",4,1,1,0
83,"georgeFloyd","May",5,0,0,0
83,"BLM","June",6,0,0,0
83,"RBG","September",9,0,0,0
83,"presDebates","October",7,-3,3,0
83,"presBiden","November",11,0,0,0
83,"trumpFraud","November",11,0,0,0
83,"secondStim","December",11,-1,1,0
84,"kobe","January",10,9,9,0
84,"soleimani","January",12,11,11,0
84,"covid","March",3,0,0,1
84,"firstStim","March",3,0,0,0
84,"borisJCovid","April",8,4,4,0
84,"NFL","April",4,0,0,0
84,"georgeFloyd","May",6,1,1,0
84,"BLM","June",6,0,0,0
84,"falwell","August",5,-3,3,0
84,"RBG","September",9,0,0,0
84,"presDebates","October",10,0,0,0
84,"presBiden","November",11,0,0,0
84,"trumpFraud","November",11,0,0,0
84,"secondStim","December",4,-8,8,0
85,"kobe","January",4,3,3,0
85,"soleimani","January",10,9,9,0
85,"primaryNH","February",10,8,8,0
85,"covid","March",3,0,0,1
85,"firstStim","March",6,3,3,0
85,"borisJCovid","April",10,6,6,0
85,"NFL","April",9,5,5,0
85,"georgeFloyd","May",6,1,1,0
85,"BLM","June",6,0,0,0
85,"jadaSmith","July",3,-4,4,0
85,"falwell","August",7,-1,1,0
85,"trumpInterview","September",3,-6,6,0
85,"RBG","September",8,-1,1,0
85,"toobinZoom","October",6,-4,4,0
85,"presDebates","October",10,0,0,0
85,"presBiden","November",11,0,0,0
85,"trumpFraud","November",11,0,0,0
85,"baldwin","December",8,-4,4,0
85,"secondStim","December",9,-3,3,0
86,"kobe","January",5,4,4,0
86,"soleimani","January",3,2,2,0
86,"covid","March",1,-2,2,1
86,"firstStim","March",6,3,3,0
86,"borisJCovid","April",5,1,1,0
86,"georgeFloyd","May",6,1,1,0
86,"BLM","June",7,1,1,0
86,"nayaRivera","July",8,1,1,0
86,"RBG","September",12,3,3,0
86,"toobinZoom","October",4,-6,6,0
86,"presDebates","October",10,0,0,0
86,"presBiden","November",11,0,0,0
86,"trumpFraud","November",12,1,1,0
86,"secondStim","December",9,-3,3,0
87,"kobe","January",5,4,4,0
87,"covid","March",5,2,2,1
87,"firstStim","March",5,2,2,0
87,"georgeFloyd","May",5,0,0,0
87,"olsenDivorce","May",8,3,3,0
87,"BLM","June",9,3,3,0
87,"presBiden","November",1,-10,10,0
87,"trumpFraud","November",2,-9,9,0
87,"secondStim","December",8,-4,4,0
88,"kobe","January",3,2,2,0
88,"soleimani","January",11,10,10,0
88,"primaryNH","February",9,7,7,0
88,"covid","March",7,4,4,1
88,"firstStim","March",7,4,4,0
88,"borisJCovid","April",7,3,3,0
88,"georgeFloyd","May",6,1,1,0
88,"olsenDivorce","May",6,1,1,0
88,"BLM","June",6,0,0,0
88,"jadaSmith","July",8,1,1,0
88,"RBG","September",12,3,3,0
88,"presDebates","October",10,0,0,0
88,"presBiden","November",11,0,0,0
88,"trumpFraud","November",11,0,0,0
88,"secondStim","December",9,-3,3,0
89,"kobe","January",1,0,0,0
89,"covid","March",3,0,0,1
89,"firstStim","March",6,3,3,0
89,"borisJCovid","April",5,1,1,0
89,"georgeFloyd","May",3,-2,2,0
89,"BLM","June",9,3,3,0
89,"jadaSmith","July",6,-1,1,0
89,"nayaRivera","July",8,1,1,0
89,"presDebates","October",9,-1,1,0
89,"presBiden","November",11,0,0,0
89,"trumpFraud","November",1,-10,10,0
89,"secondStim","December",8,-4,4,0
90,"kobe","January",2,1,1,0
90,"covid","March",3,0,0,1
90,"firstStim","March",5,2,2,0
90,"georgeFloyd","May",8,3,3,0
90,"BLM","June",6,0,0,0
90,"barronTrump","June",9,3,3,0
90,"jadaSmith","July",7,0,0,0
90,"nayaRivera","July",1,-6,6,0
90,"trumpInterview","September",8,-1,1,0
90,"RBG","September",11,2,2,0
90,"presDebates","October",5,-5,5,0
90,"presBiden","November",11,0,0,0
90,"trumpFraud","November",11,0,0,0
90,"baldwin","December",2,-10,10,0
90,"secondStim","December",11,-1,1,0
91,"kobe","January",1,0,0,0
91,"covid","March",4,1,1,1
91,"firstStim","March",2,-1,1,0
91,"borisJCovid","April",9,5,5,0
91,"georgeFloyd","May",6,1,1,0
91,"BLM","June",6,0,0,0
91,"jadaSmith","July",3,-4,4,0
91,"nayaRivera","July",3,-4,4,0
91,"trumpInterview","September",7,-2,2,0
91,"RBG","September",5,-4,4,0
91,"presDebates","October",9,-1,1,0
91,"presBiden","November",11,0,0,0
91,"trumpFraud","November",1,-10,10,0
91,"secondStim","December",2,-10,10,0
92,"kobe","January",4,3,3,0
92,"soleimani","January",1,0,0,0
92,"caucusNV","February",3,1,1,0
92,"covid","March",3,0,0,1
92,"firstStim","March",5,2,2,0
92,"borisJCovid","April",10,6,6,0
92,"georgeFloyd","May",6,1,1,0
92,"BLM","June",6,0,0,0
92,"nayaRivera","July",7,0,0,0
92,"RBG","September",8,-1,1,0
92,"presDebates","October",9,-1,1,0
92,"presBiden","November",11,0,0,0
92,"trumpFraud","November",11,0,0,0
92,"baldwin","December",10,-2,2,0
92,"secondStim","December",12,0,0,0
93,"kobe","January",6,5,5,0
93,"soleimani","January",8,7,7,0
93,"covid","March",4,1,1,1
93,"firstStim","March",5,2,2,0
93,"borisJCovid","April",8,4,4,0
93,"NFL","April",7,3,3,0
93,"georgeFloyd","May",5,0,0,0
93,"BLM","June",7,1,1,0
93,"falwell","August",7,-1,1,0
93,"trumpInterview","September",9,0,0,0
93,"RBG","September",6,-3,3,0
93,"toobinZoom","October",6,-4,4,0
93,"presDebates","October",10,0,0,0
93,"presBiden","November",11,0,0,0
93,"trumpFraud","November",11,0,0,0
93,"baldwin","December",6,-6,6,0
93,"secondStim","December",12,0,0,0
94,"kobe","January",5,4,4,0
94,"soleimani","January",9,8,8,0
94,"covid","March",3,0,0,1
94,"firstStim","March",6,3,3,0
94,"borisJCovid","April",8,4,4,0
94,"georgeFloyd","May",6,1,1,0
94,"BLM","June",7,1,1,0
94,"RBG","September",9,0,0,0
94,"presDebates","October",10,0,0,0
94,"presBiden","November",11,0,0,0
94,"trumpFraud","November",11,0,0,0
94,"secondStim","December",9,-3,3,0
95,"kobe","January",1,0,0,0
95,"soleimani","January",1,0,0,0
95,"caucusNV","February",3,1,1,0
95,"primaryNH","February",3,1,1,0
95,"covid","March",3,0,0,1
95,"firstStim","March",11,8,8,0
95,"borisJCovid","April",3,-1,1,0
95,"NFL","April",4,0,0,0
95,"georgeFloyd","May",5,0,0,0
95,"BLM","June",5,-1,1,0
95,"barronTrump","June",6,0,0,0
95,"falwell","August",5,-3,3,0
95,"RBG","September",1,-8,8,0
95,"presDebates","October",9,-1,1,0
95,"presBiden","November",11,0,0,0
95,"trumpFraud","November",11,0,0,0
95,"secondStim","December",7,-5,5,0
96,"kobe","January",5,4,4,0
96,"covid","March",2,-1,1,1
96,"firstStim","March",5,2,2,0
96,"NFL","April",5,1,1,0
96,"georgeFloyd","May",6,1,1,0
96,"BLM","June",6,0,0,0
96,"RBG","September",8,-1,1,0
96,"toobinZoom","October",11,1,1,0
96,"presDebates","October",9,-1,1,0
96,"presBiden","November",11,0,0,0
96,"trumpFraud","November",11,0,0,0
96,"secondStim","December",6,-6,6,0
97,"kobe","January",1,0,0,0
97,"soleimani","January",7,6,6,0
97,"caucusNV","February",2,0,0,0
97,"primaryNH","February",2,0,0,0
97,"covid","March",3,0,0,1
97,"firstStim","March",6,3,3,0
97,"borisJCovid","April",7,3,3,0
97,"georgeFloyd","May",5,0,0,0
97,"BLM","June",6,0,0,0
97,"nayaRivera","July",8,1,1,0
97,"falwell","August",7,-1,1,0
97,"trumpInterview","September",8,-1,1,0
97,"RBG","September",9,0,0,0
97,"toobinZoom","October",6,-4,4,0
97,"presDebates","October",10,0,0,0
97,"presBiden","November",11,0,0,0
97,"trumpFraud","November",11,0,0,0
97,"baldwin","December",5,-7,7,0
97,"secondStim","December",10,-2,2,0
98,"kobe","January",9,8,8,0
98,"caucusNV","February",6,4,4,0
98,"primaryNH","February",5,3,3,0
98,"covid","March",3,0,0,1
98,"firstStim","March",7,4,4,0
98,"borisJCovid","April",4,0,0,0
98,"georgeFloyd","May",5,0,0,0
98,"olsenDivorce","May",3,-2,2,0
98,"BLM","June",6,0,0,0
98,"jadaSmith","July",9,2,2,0
98,"nayaRivera","July",8,1,1,0
98,"falwell","August",3,-5,5,0
98,"trumpInterview","September",1,-8,8,0
98,"RBG","September",8,-1,1,0
98,"toobinZoom","October",4,-6,6,0
98,"presDebates","October",10,0,0,0
98,"presBiden","November",1,-10,10,0
98,"trumpFraud","November",12,1,1,0
98,"secondStim","December",7,-5,5,0
99,"kobe","January",6,5,5,0
99,"soleimani","January",8,7,7,0
99,"primaryNH","February",11,9,9,0
99,"covid","March",3,0,0,1
99,"firstStim","March",4,1,1,0
99,"borisJCovid","April",6,2,2,0
99,"georgeFloyd","May",3,-2,2,0
99,"BLM","June",4,-2,2,0
99,"jadaSmith","July",11,4,4,0
99,"nayaRivera","July",7,0,0,0
99,"falwell","August",5,-3,3,0
99,"trumpInterview","September",9,0,0,0
99,"RBG","September",9,0,0,0
99,"presDebates","October",9,-1,1,0
99,"presBiden","November",11,0,0,0
99,"trumpFraud","November",11,0,0,0
99,"secondStim","December",10,-2,2,0
100,"kobe","January",8,7,7,0
100,"covid","March",3,0,0,1
100,"firstStim","March",6,3,3,0
100,"NFL","April",8,4,4,0
100,"georgeFloyd","May",6,1,1,0
100,"BLM","June",6,0,0,0
100,"RBG","September",10,1,1,0
100,"presDebates","October",9,-1,1,0
100,"presBiden","November",11,0,0,0
100,"trumpFraud","November",11,0,0,0
100,"secondStim","December",9,-3,3,0
101,"kobe","January",2,1,1,0
101,"caucusNV","February",10,8,8,0
101,"primaryNH","February",10,8,8,0
101,"covid","March",3,0,0,1
101,"firstStim","March",4,1,1,0
101,"borisJCovid","April",10,6,6,0
101,"georgeFloyd","May",6,1,1,0
101,"BLM","June",7,1,1,0
101,"jadaSmith","July",8,1,1,0
101,"nayaRivera","July",9,2,2,0
101,"trumpInterview","September",12,3,3,0
101,"RBG","September",12,3,3,0
101,"toobinZoom","October",9,-1,1,0
101,"presDebates","October",11,1,1,0
101,"presBiden","November",11,0,0,0
101,"trumpFraud","November",11,0,0,0
101,"secondStim","December",12,0,0,0
102,"kobe","January",1,0,0,0
102,"soleimani","January",6,5,5,0
102,"caucusNV","February",9,7,7,0
102,"covid","March",2,-1,1,1
102,"firstStim","March",3,0,0,0
102,"borisJCovid","April",7,3,3,0
102,"NFL","April",6,2,2,0
102,"georgeFloyd","May",5,0,0,0
102,"BLM","June",5,-1,1,0
102,"nayaRivera","July",8,1,1,0
102,"trumpInterview","September",5,-4,4,0
102,"RBG","September",9,0,0,0
102,"presDebates","October",10,0,0,0
102,"presBiden","November",9,-2,2,0
102,"trumpFraud","November",3,-8,8,0
102,"secondStim","December",7,-5,5,0
103,"kobe","January",9,8,8,0
103,"primaryNH","February",8,6,6,0
103,"covid","March",4,1,1,1
103,"firstStim","March",4,1,1,0
103,"borisJCovid","April",6,2,2,0
103,"NFL","April",8,4,4,0
103,"georgeFloyd","May",3,-2,2,0
103,"BLM","June",5,-1,1,0
103,"nayaRivera","July",8,1,1,0
103,"falwell","August",2,-6,6,0
103,"thomBrenn","August",7,-1,1,0
103,"trumpInterview","September",9,0,0,0
103,"RBG","September",9,0,0,0
103,"toobinZoom","October",7,-3,3,0
103,"presDebates","October",10,0,0,0
103,"presBiden","November",11,0,0,0
103,"trumpFraud","November",12,1,1,0
103,"secondStim","December",10,-2,2,0
104,"kobe","January",4,3,3,0
104,"caucusNV","February",4,2,2,0
104,"primaryNH","February",6,4,4,0
104,"covid","March",3,0,0,1
104,"firstStim","March",4,1,1,0
104,"borisJCovid","April",8,4,4,0
104,"georgeFloyd","May",6,1,1,0
104,"BLM","June",6,0,0,0
104,"jadaSmith","July",6,-1,1,0
104,"nayaRivera","July",5,-2,2,0
104,"trumpInterview","September",10,1,1,0
104,"RBG","September",9,0,0,0
104,"presDebates","October",7,-3,3,0
104,"presBiden","November",11,0,0,0
104,"trumpFraud","November",11,0,0,0
104,"secondStim","December",9,-3,3,0
105,"kobe","January",3,2,2,0
105,"caucusNV","February",10,8,8,0
105,"covid","March",4,1,1,1
105,"firstStim","March",6,3,3,0
105,"NFL","April",8,4,4,0
105,"georgeFloyd","May",4,-1,1,0
105,"BLM","June",4,-2,2,0
105,"jadaSmith","July",6,-1,1,0
105,"nayaRivera","July",9,2,2,0
105,"RBG","September",10,1,1,0
105,"toobinZoom","October",11,1,1,0
105,"presDebates","October",10,0,0,0
105,"presBiden","November",11,0,0,0
105,"trumpFraud","November",11,0,0,0
105,"secondStim","December",8,-4,4,0
106,"kobe","January",9,8,8,0
106,"covid","March",3,0,0,1
106,"firstStim","March",6,3,3,0
106,"borisJCovid","April",9,5,5,0
106,"georgeFloyd","May",2,-3,3,0
106,"BLM","June",6,0,0,0
106,"jadaSmith","July",10,3,3,0
106,"RBG","September",8,-1,1,0
106,"presDebates","October",8,-2,2,0
106,"presBiden","November",11,0,0,0
106,"trumpFraud","November",11,0,0,0
106,"secondStim","December",12,0,0,0
107,"kobe","January",4,3,3,0
107,"soleimani","January",3,2,2,0
107,"caucusNV","February",5,3,3,0
107,"primaryNH","February",5,3,3,0
107,"covid","March",4,1,1,1
107,"firstStim","March",6,3,3,0
107,"borisJCovid","April",11,7,7,0
107,"NFL","April",9,5,5,0
107,"georgeFloyd","May",6,1,1,0
107,"BLM","June",7,1,1,0
107,"barronTrump","June",2,-4,4,0
107,"nayaRivera","July",8,1,1,0
107,"falwell","August",3,-5,5,0
107,"trumpInterview","September",6,-3,3,0
107,"RBG","September",1,-8,8,0
107,"presDebates","October",10,0,0,0
107,"presBiden","November",11,0,0,0
107,"trumpFraud","November",11,0,0,0
107,"secondStim","December",8,-4,4,0
108,"kobe","January",1,0,0,0
108,"covid","March",3,0,0,1
108,"firstStim","March",3,0,0,0
108,"borisJCovid","April",5,1,1,0
108,"georgeFloyd","May",5,0,0,0
108,"BLM","June",2,-4,4,0
108,"nayaRivera","July",7,0,0,0
108,"falwell","August",4,-4,4,0
108,"trumpInterview","September",8,-1,1,0
108,"RBG","September",9,0,0,0
108,"toobinZoom","October",1,-9,9,0
