"subject","pair","event1","event2","actualDist","value","bothMem","respProp","actProp","propDiff","propAbsDiff","shortFactor","lockdownFactor","event1_month","event2_month","eventDiff","pairOrder","avgMem","avgSurp","avgPos","avgNeg","covidFactor"
1,"covid BLM","covid","BLM",82,43,1,0.43,0.224657534246575,0.205342465753425,0.205342465753425,0,"l",5,7,2,1,88,81,54,54,"ac"
1,"covid presBiden","covid","presBiden",241,41,1,0.41,0.66027397260274,-0.25027397260274,0.25027397260274,1,"l",5,11,6,1,100,89.5,83.5,34,NA
1,"firstStim georgeFloyd","firstStim","georgeFloyd",59,38,1,0.38,0.161643835616438,0.218356164383562,0.218356164383562,0,"l",2,6,4,1,100,64,39.5,47,"ac"
1,"georgeFloyd RBG","georgeFloyd","RBG",116,57,1,0.57,0.317808219178082,0.252191780821918,0.252191780821918,1,"al",6,9,3,1,100,33,0,91.5,NA
1,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,36,1,0.36,0.454794520547945,-0.0947945205479452,0.0947945205479452,1,"al",6,11,5,1,95,35.5,3.5,91.5,NA
1,"kobe covid","kobe","covid",44,47,0,0.47,0.120547945205479,0.349452054794521,0.349452054794521,0,"bl",NA,5,NA,NA,50,50,33.5,32,"bc"
1,"kobe firstStim","kobe","firstStim",60,45,0,0.45,0.164383561643836,0.285616438356164,0.285616438356164,0,"bl",NA,2,NA,NA,50,50,39.5,5.5,"bc"
1,"kobe RBG","kobe","RBG",235,73,0,0.73,0.643835616438356,0.0861643835616438,0.0861643835616438,1,"l",NA,9,NA,NA,50,19,0,50,NA
1,"RBG presBiden","RBG","presBiden",51,72,1,0.72,0.13972602739726,0.58027397260274,0.58027397260274,0,"al",9,11,2,1,100,58.5,50,52,"ac"
1,"soleimani BLM","soleimani","BLM",148,45,0,0.45,0.405479452054795,0.0445205479452055,0.0445205479452055,1,"l",NA,7,NA,NA,38,31,20.5,22,NA
1,"soleimani covid","soleimani","covid",67,40,0,0.4,0.183561643835616,0.216438356164384,0.216438356164384,0,"bl",NA,5,NA,NA,50,50,33.5,32,"bc"
10,"covid BLM","covid","BLM",82,74,1,0.74,0.224657534246575,0.515342465753425,0.515342465753425,0,"l",12,5,-7,0,96,36,16,75,"ac"
10,"covid presBiden","covid","presBiden",241,7,1,0.07,0.66027397260274,-0.59027397260274,0.59027397260274,1,"l",12,11,-1,0,97,35,50,49,NA
10,"firstStim georgeFloyd","firstStim","georgeFloyd",59,38,1,0.38,0.161643835616438,0.218356164383562,0.218356164383562,0,"l",6,3,-3,0,94.5,20,51,46.5,"ac"
10,"georgeFloyd RBG","georgeFloyd","RBG",116,38,1,0.38,0.317808219178082,0.0621917808219178,0.0621917808219178,1,"al",3,6,3,1,93.5,47.5,3,86.5,NA
10,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,65,1,0.65,0.454794520547945,0.195205479452055,0.195205479452055,1,"al",3,12,9,1,89.5,22,6,79,NA
10,"kobe covid","kobe","covid",44,95,1,0.95,0.120547945205479,0.829452054794521,0.829452054794521,0,"bl",2,12,10,1,98,78.5,1.5,95.5,"bc"
10,"kobe firstStim","kobe","firstStim",60,66,1,0.66,0.164383561643836,0.495616438356164,0.495616438356164,0,"bl",2,6,4,1,97,53.5,49.5,51,"bc"
10,"kobe RBG","kobe","RBG",235,72,1,0.72,0.643835616438356,0.0761643835616438,0.0761643835616438,1,"l",2,6,4,1,96,81,1.5,91,NA
10,"RBG presBiden","RBG","presBiden",51,26,1,0.26,0.13972602739726,0.12027397260274,0.12027397260274,0,"al",6,11,5,1,95,37.5,50,44.5,"ac"
10,"soleimani BLM","soleimani","BLM",148,40,1,0.4,0.405479452054795,-0.0054794520547945,0.0054794520547945,1,"l",4,5,1,1,80.5,35,47,55.5,NA
10,"soleimani covid","soleimani","covid",67,64,1,0.64,0.183561643835616,0.456438356164384,0.456438356164384,0,"bl",4,12,8,1,80.5,59,33,74.5,"bc"
100,"covid BLM","covid","BLM",82,31,1,0.31,0.224657534246575,0.0853424657534247,0.0853424657534247,0,"l",3,6,3,1,52,46.5,15,76.5,"ac"
100,"covid presBiden","covid","presBiden",241,22,1,0.22,0.66027397260274,-0.44027397260274,0.44027397260274,1,"l",3,11,8,1,56.5,78,39.5,60,NA
100,"firstStim georgeFloyd","firstStim","georgeFloyd",59,63,1,0.63,0.161643835616438,0.468356164383562,0.468356164383562,0,"l",6,6,0,1,72.5,47.5,27,27,"ac"
100,"georgeFloyd RBG","georgeFloyd","RBG",116,62,1,0.62,0.317808219178082,0.302191780821918,0.302191780821918,1,"al",6,10,4,1,51.5,0,0,0,NA
100,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,60,1,0.6,0.454794520547945,0.145205479452055,0.145205479452055,1,"al",6,11,5,1,56.5,0,0,0,NA
100,"kobe covid","kobe","covid",44,66,1,0.66,0.120547945205479,0.539452054794521,0.539452054794521,0,"bl",8,3,-5,0,72.5,92,14.5,35,"bc"
100,"kobe firstStim","kobe","firstStim",60,62,1,0.62,0.164383561643836,0.455616438356164,0.455616438356164,0,"bl",8,6,-2,0,72,97.5,27,27,"bc"
100,"kobe RBG","kobe","RBG",235,42,1,0.42,0.643835616438356,-0.223835616438356,0.223835616438356,1,"l",8,10,2,1,51,50,0,0,NA
100,"RBG presBiden","RBG","presBiden",51,39,1,0.39,0.13972602739726,0.25027397260274,0.25027397260274,0,"al",10,11,1,1,35,36,25,25,"ac"
100,"soleimani BLM","soleimani","BLM",148,42,0,0.42,0.405479452054795,0.0145205479452055,0.0145205479452055,1,"l",NA,6,NA,NA,15.5,4.5,0.5,41.5,NA
100,"soleimani covid","soleimani","covid",67,11,0,0.11,0.183561643835616,-0.0735616438356164,0.0735616438356164,0,"bl",NA,3,NA,NA,36.5,42,14.5,35,"bc"
101,"covid BLM","covid","BLM",82,40,1,0.4,0.224657534246575,0.175342465753425,0.175342465753425,0,"l",3,7,4,1,100,100,25,75,"ac"
101,"covid presBiden","covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,"l",3,11,8,1,100,75,25,60,NA
101,"firstStim georgeFloyd","firstStim","georgeFloyd",59,40,1,0.4,0.161643835616438,0.238356164383562,0.238356164383562,0,"l",4,6,2,1,100,100,50,60,"ac"
101,"georgeFloyd RBG","georgeFloyd","RBG",116,100,1,1,0.317808219178082,0.682191780821918,0.682191780821918,1,"al",6,12,6,1,100,50,0,70,NA
101,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,100,1,1,0.454794520547945,0.545205479452055,0.545205479452055,1,"al",6,11,5,1,100,55,0,70,NA
101,"kobe covid","kobe","covid",44,10,1,0.1,0.120547945205479,-0.0205479452054795,0.0205479452054795,0,"bl",2,3,1,1,100,100,0,90,"bc"
101,"kobe firstStim","kobe","firstStim",60,30,1,0.3,0.164383561643836,0.135616438356164,0.135616438356164,0,"bl",2,4,2,1,100,100,50,50,"bc"
101,"kobe RBG","kobe","RBG",235,100,1,1,0.643835616438356,0.356164383561644,0.356164383561644,1,"l",2,12,10,1,100,50,0,60,NA
101,"RBG presBiden","RBG","presBiden",51,10,1,0.1,0.13972602739726,-0.0397260273972603,0.0397260273972603,0,"al",12,11,-1,0,100,25,25,30,"ac"
101,"soleimani BLM","soleimani","BLM",148,40,0,0.4,0.405479452054795,-0.0054794520547945,0.0054794520547945,1,"l",NA,7,NA,NA,50,50,25,25,NA
101,"soleimani covid","soleimani","covid",67,10,0,0.1,0.183561643835616,-0.0835616438356164,0.0835616438356164,0,"bl",NA,3,NA,NA,50,50,0,50,"bc"
102,"covid BLM","covid","BLM",82,40,1,0.4,0.224657534246575,0.175342465753425,0.175342465753425,0,"l",2,5,3,1,90,60,25,50,"ac"
102,"covid presBiden","covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,"l",2,9,7,1,100,65,35,50,NA
102,"firstStim georgeFloyd","firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,0,"l",3,5,2,1,75,50,40,25,"ac"
102,"georgeFloyd RBG","georgeFloyd","RBG",116,100,1,1,0.317808219178082,0.682191780821918,0.682191780821918,1,"al",5,9,4,1,75,0,0,40,NA
102,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,100,1,1,0.454794520547945,0.545205479452055,0.545205479452055,1,"al",5,3,-2,0,85,35,0,50,NA
102,"kobe covid","kobe","covid",44,0,1,0,0.120547945205479,-0.120547945205479,0.120547945205479,0,"bl",1,2,1,1,100,100,0,75,"bc"
102,"kobe firstStim","kobe","firstStim",60,100,1,1,0.164383561643836,0.835616438356164,0.835616438356164,0,"bl",1,3,2,1,85,100,40,25,"bc"
102,"kobe RBG","kobe","RBG",235,100,1,1,0.643835616438356,0.356164383561644,0.356164383561644,1,"l",1,9,8,1,85,50,0,40,NA
102,"RBG presBiden","RBG","presBiden",51,20,1,0.2,0.13972602739726,0.0602739726027397,0.0602739726027397,0,"al",9,9,0,1,85,15,35,15,"ac"
102,"soleimani BLM","soleimani","BLM",148,100,1,1,0.405479452054795,0.594520547945205,0.594520547945205,1,"l",6,5,-1,0,60,20,25,0,NA
102,"soleimani covid","soleimani","covid",67,50,1,0.5,0.183561643835616,0.316438356164384,0.316438356164384,0,"bl",6,2,-4,0,70,60,0,50,"bc"
103,"covid BLM","covid","BLM",82,15,1,0.15,0.224657534246575,-0.0746575342465753,0.0746575342465753,0,"l",4,5,1,1,100,77.5,55,30,"ac"
103,"covid presBiden","covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,"l",4,11,7,1,100,92.5,82.5,17.5,NA
103,"firstStim georgeFloyd","firstStim","georgeFloyd",59,15,1,0.15,0.161643835616438,-0.0116438356164384,0.0116438356164384,0,"l",4,3,-1,0,100,100,50,50,"ac"
103,"georgeFloyd RBG","georgeFloyd","RBG",116,100,1,1,0.317808219178082,0.682191780821918,0.682191780821918,1,"al",3,9,6,1,100,87.5,0,92.5,NA
103,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,100,1,1,0.454794520547945,0.545205479452055,0.545205479452055,1,"al",3,12,9,1,100,87.5,0,100,NA
103,"kobe covid","kobe","covid",44,85,1,0.85,0.120547945205479,0.72945205479452,0.72945205479452,0,"bl",9,4,-5,0,100,100,32.5,67.5,"bc"
103,"kobe firstStim","kobe","firstStim",60,75,1,0.75,0.164383561643836,0.585616438356164,0.585616438356164,0,"bl",9,4,-5,0,100,100,50,50,"bc"
103,"kobe RBG","kobe","RBG",235,25,1,0.25,0.643835616438356,-0.393835616438356,0.393835616438356,1,"l",9,9,0,1,100,87.5,0,92.5,NA
103,"RBG presBiden","RBG","presBiden",51,75,1,0.75,0.13972602739726,0.61027397260274,0.61027397260274,0,"al",9,11,2,1,100,80,50,42.5,"ac"
103,"soleimani BLM","soleimani","BLM",148,35,0,0.35,0.405479452054795,-0.0554794520547945,0.0554794520547945,1,"l",NA,5,NA,NA,50,40,32.5,17.5,NA
103,"soleimani covid","soleimani","covid",67,65,0,0.65,0.183561643835616,0.466438356164384,0.466438356164384,0,"bl",NA,4,NA,NA,50,62.5,42.5,22.5,"bc"
104,"covid BLM","covid","BLM",82,30,1,0.3,0.224657534246575,0.0753424657534247,0.0753424657534247,0,"l",3,6,3,1,100,55,42.5,50,"ac"
104,"covid presBiden","covid","presBiden",241,80,1,0.8,0.66027397260274,0.13972602739726,0.13972602739726,1,"l",3,11,8,1,100,62.5,40,50,NA
104,"firstStim georgeFloyd","firstStim","georgeFloyd",59,43,1,0.43,0.161643835616438,0.268356164383562,0.268356164383562,0,"l",4,6,2,1,100,100,50,50,"ac"
104,"georgeFloyd RBG","georgeFloyd","RBG",116,30,1,0.3,0.317808219178082,-0.0178082191780822,0.0178082191780822,1,"al",6,9,3,1,69.5,100,0,100,NA
104,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,90,1,0.9,0.454794520547945,0.445205479452055,0.445205479452055,1,"al",6,11,5,1,82.5,60,0,92.5,NA
104,"kobe covid","kobe","covid",44,38,1,0.38,0.120547945205479,0.259452054794521,0.259452054794521,0,"bl",4,3,-1,0,100,100,0,100,"bc"
104,"kobe firstStim","kobe","firstStim",60,6,1,0.06,0.164383561643836,-0.104383561643836,0.104383561643836,0,"bl",4,4,0,1,100,100,50,50,"bc"
104,"kobe RBG","kobe","RBG",235,11,1,0.11,0.643835616438356,-0.533835616438356,0.533835616438356,1,"l",4,9,5,1,69.5,100,0,100,NA
104,"RBG presBiden","RBG","presBiden",51,86,1,0.86,0.13972602739726,0.72027397260274,0.72027397260274,0,"al",9,11,2,1,69.5,62.5,40,50,"ac"
104,"soleimani BLM","soleimani","BLM",148,71,0,0.71,0.405479452054795,0.304520547945205,0.304520547945205,1,"l",NA,6,NA,NA,50,5,42.5,0,NA
104,"soleimani covid","soleimani","covid",67,71,0,0.71,0.183561643835616,0.526438356164384,0.526438356164384,0,"bl",NA,3,NA,NA,50,50,0,50,"bc"
105,"covid BLM","covid","BLM",82,5,1,0.05,0.224657534246575,-0.174657534246575,0.174657534246575,0,"l",4,4,0,1,95.5,50.5,28.5,31.5,"ac"
105,"covid presBiden","covid","presBiden",241,87,1,0.87,0.66027397260274,0.20972602739726,0.20972602739726,1,"l",4,11,7,1,78,37.5,48,26,NA
105,"firstStim georgeFloyd","firstStim","georgeFloyd",59,40,1,0.4,0.161643835616438,0.238356164383562,0.238356164383562,0,"l",6,4,-2,0,74,62,28.5,53,"ac"
105,"georgeFloyd RBG","georgeFloyd","RBG",116,75,1,0.75,0.317808219178082,0.432191780821918,0.432191780821918,1,"al",4,10,6,1,87.5,59.5,0,77,NA
105,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,85,1,0.85,0.454794520547945,0.395205479452055,0.395205479452055,1,"al",4,11,7,1,69.5,45,0,81.5,NA
105,"kobe covid","kobe","covid",44,5,1,0.05,0.120547945205479,-0.0705479452054795,0.0705479452054795,0,"bl",3,4,1,1,95.5,80.5,14.5,76,"bc"
105,"kobe firstStim","kobe","firstStim",60,38,1,0.38,0.164383561643836,0.215616438356164,0.215616438356164,0,"bl",3,6,3,1,81.5,71.5,28.5,53,"bc"
105,"kobe RBG","kobe","RBG",235,80,1,0.8,0.643835616438356,0.156164383561644,0.156164383561644,1,"l",3,10,7,1,95,69,0,77,NA
105,"RBG presBiden","RBG","presBiden",51,10,1,0.1,0.13972602739726,-0.0397260273972603,0.0397260273972603,0,"al",10,11,1,1,77.5,26,33.5,27,"ac"
105,"soleimani BLM","soleimani","BLM",148,60,0,0.6,0.405479452054795,0.194520547945205,0.194520547945205,1,"l",NA,4,NA,NA,50,20,14,5.5,NA
105,"soleimani covid","soleimani","covid",67,60,0,0.6,0.183561643835616,0.416438356164384,0.416438356164384,0,"bl",NA,4,NA,NA,45.5,30.5,14.5,26,"bc"
106,"covid BLM","covid","BLM",82,78,1,0.78,0.224657534246575,0.555342465753425,0.555342465753425,0,"l",3,6,3,1,100,37.5,7.5,70,"ac"
106,"covid presBiden","covid","presBiden",241,22,1,0.22,0.66027397260274,-0.44027397260274,0.44027397260274,1,"l",3,11,8,1,100,50,0,80,NA
106,"firstStim georgeFloyd","firstStim","georgeFloyd",59,76,1,0.76,0.161643835616438,0.598356164383562,0.598356164383562,0,"l",6,2,-4,0,90,52,28,17.5,"ac"
106,"georgeFloyd RBG","georgeFloyd","RBG",116,65,1,0.65,0.317808219178082,0.332191780821918,0.332191780821918,1,"al",2,8,6,1,75.5,38.5,10.5,22,NA
106,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,78,1,0.78,0.454794520547945,0.325205479452055,0.325205479452055,1,"al",2,11,9,1,95.5,35,29.5,47.5,NA
106,"kobe covid","kobe","covid",44,24,1,0.24,0.120547945205479,0.119452054794521,0.119452054794521,0,"bl",9,3,-6,0,85,47.5,0,47.5,"bc"
106,"kobe firstStim","kobe","firstStim",60,32,1,0.32,0.164383561643836,0.155616438356164,0.155616438356164,0,"bl",9,6,-3,0,75,52,28,7.5,"bc"
106,"kobe RBG","kobe","RBG",235,32,1,0.32,0.643835616438356,-0.323835616438356,0.323835616438356,1,"l",9,8,-1,0,60.5,38.5,10.5,12,NA
106,"RBG presBiden","RBG","presBiden",51,21,1,0.21,0.13972602739726,0.0702739726027397,0.0702739726027397,0,"al",8,11,3,1,75.5,41,10.5,44.5,"ac"
106,"soleimani BLM","soleimani","BLM",148,77,0,0.77,0.405479452054795,0.364520547945205,0.364520547945205,1,"l",NA,6,NA,NA,50,25,7.5,30,NA
106,"soleimani covid","soleimani","covid",67,64,0,0.64,0.183561643835616,0.456438356164384,0.456438356164384,0,"bl",NA,3,NA,NA,50,12.5,0,40,"bc"
107,"covid BLM","covid","BLM",82,24,1,0.24,0.224657534246575,0.0153424657534247,0.0153424657534247,0,"l",4,7,3,1,81.5,79,49,15,"ac"
107,"covid presBiden","covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,"l",4,11,7,1,78,60.5,74,5,NA
107,"firstStim georgeFloyd","firstStim","georgeFloyd",59,13,1,0.13,0.161643835616438,-0.0316438356164384,0.0316438356164384,0,"l",6,6,0,1,81,69.5,57,10.5,"ac"
107,"georgeFloyd RBG","georgeFloyd","RBG",116,69,1,0.69,0.317808219178082,0.372191780821918,0.372191780821918,1,"al",6,1,-5,0,74,58,18.5,21.5,NA
107,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,39,1,0.39,0.454794520547945,-0.0647945205479452,0.0647945205479452,1,"al",6,11,5,1,90,33.5,18,49.5,NA
107,"kobe covid","kobe","covid",44,51,1,0.51,0.120547945205479,0.389452054794521,0.389452054794521,0,"bl",4,4,0,1,80,78,39,5.5,"bc"
107,"kobe firstStim","kobe","firstStim",60,48,1,0.48,0.164383561643836,0.315616438356164,0.315616438356164,0,"bl",4,6,2,1,71.5,68.5,40,1.5,"bc"
107,"kobe RBG","kobe","RBG",235,39,1,0.39,0.643835616438356,-0.253835616438356,0.253835616438356,1,"l",4,1,-3,0,64.5,57,1.5,12.5,NA
107,"RBG presBiden","RBG","presBiden",51,20,1,0.2,0.13972602739726,0.0602739726027397,0.0602739726027397,0,"al",1,11,10,1,62.5,39.5,36.5,12,"ac"
107,"soleimani BLM","soleimani","BLM",148,32,1,0.32,0.405479452054795,-0.0854794520547945,0.0854794520547945,1,"l",3,7,4,1,39.5,34,19.5,11,NA
107,"soleimani covid","soleimani","covid",67,32,1,0.32,0.183561643835616,0.136438356164384,0.136438356164384,0,"bl",3,4,1,1,49,47,47.5,5,"bc"
108,"covid BLM","covid","BLM",82,40,1,0.4,0.224657534246575,0.175342465753425,0.175342465753425,0,"l",3,2,-1,0,75,15,0,45.5,"ac"
108,"covid presBiden","covid","presBiden",241,30,1,0.3,0.66027397260274,-0.36027397260274,0.36027397260274,1,"l",3,11,8,1,100,57.5,50,45.5,NA
108,"firstStim georgeFloyd","firstStim","georgeFloyd",59,22,1,0.22,0.161643835616438,0.0583561643835616,0.0583561643835616,0,"l",3,5,2,1,100,30,45,47.5,"ac"
108,"georgeFloyd RBG","georgeFloyd","RBG",116,60,1,0.6,0.317808219178082,0.282191780821918,0.282191780821918,1,"al",5,9,4,1,100,65,0,87.5,NA
108,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,61,1,0.61,0.454794520547945,0.155205479452055,0.155205479452055,1,"al",5,11,6,1,100,20,0,93,NA
108,"kobe covid","kobe","covid",44,14,1,0.14,0.120547945205479,0.0194520547945206,0.0194520547945206,0,"bl",1,3,2,1,100,65,0,70.5,"bc"
108,"kobe firstStim","kobe","firstStim",60,20,1,0.2,0.164383561643836,0.0356164383561644,0.0356164383561644,0,"bl",1,3,2,1,100,60,45,25,"bc"
108,"kobe RBG","kobe","RBG",235,60,1,0.6,0.643835616438356,-0.0438356164383562,0.0438356164383562,1,"l",1,9,8,1,100,95,0,65,NA
108,"RBG presBiden","RBG","presBiden",51,20,1,0.2,0.13972602739726,0.0602739726027397,0.0602739726027397,0,"al",9,11,2,1,100,87.5,50,40,"ac"
108,"soleimani BLM","soleimani","BLM",148,62,0,0.62,0.405479452054795,0.214520547945205,0.214520547945205,1,"l",NA,2,NA,NA,25,0,0,0,NA
108,"soleimani covid","soleimani","covid",67,70,0,0.7,0.183561643835616,0.516438356164383,0.516438356164383,0,"bl",NA,3,NA,NA,50,15,0,45.5,"bc"
109,"covid BLM","covid","BLM",82,81,1,0.81,0.224657534246575,0.585342465753425,0.585342465753425,0,"l",6,7,1,1,95.5,71,25,51.5,"ac"
109,"covid presBiden","covid","presBiden",241,52,1,0.52,0.66027397260274,-0.14027397260274,0.14027397260274,1,"l",6,11,5,1,100,35,60.5,19.5,NA
109,"firstStim georgeFloyd","firstStim","georgeFloyd",59,26,1,0.26,0.161643835616438,0.0983561643835617,0.0983561643835617,0,"l",1,3,2,1,97.5,60,50,50,"ac"
109,"georgeFloyd RBG","georgeFloyd","RBG",116,35,1,0.35,0.317808219178082,0.0321917808219178,0.0321917808219178,1,"al",3,2,-1,0,97.5,70,12.5,85,NA
109,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,66,1,0.66,0.454794520547945,0.205205479452055,0.205205479452055,1,"al",3,11,8,1,100,47,0,100,NA
109,"kobe covid","kobe","covid",44,91,1,0.91,0.120547945205479,0.789452054794521,0.789452054794521,0,"bl",6,6,0,1,92.5,60,10.5,19.5,"bc"
109,"kobe firstStim","kobe","firstStim",60,15,1,0.15,0.164383561643836,-0.0143835616438356,0.0143835616438356,0,"bl",6,1,-5,0,90,50,50,0,"bc"
109,"kobe RBG","kobe","RBG",235,25,1,0.25,0.643835616438356,-0.393835616438356,0.393835616438356,1,"l",6,2,-4,0,90,60,12.5,35,NA
109,"RBG presBiden","RBG","presBiden",51,71,1,0.71,0.13972602739726,0.57027397260274,0.57027397260274,0,"al",2,11,9,1,97.5,35,62.5,35,"ac"
109,"soleimani BLM","soleimani","BLM",148,51,1,0.51,0.405479452054795,0.104520547945205,0.104520547945205,1,"l",5,7,2,1,75.5,61,39.5,47,NA
109,"soleimani covid","soleimani","covid",67,84,1,0.84,0.183561643835616,0.656438356164384,0.656438356164384,0,"bl",5,6,1,1,80,60,35.5,34.5,"bc"
11,"covid BLM","covid","BLM",82,35,1,0.35,0.224657534246575,0.125342465753425,0.125342465753425,0,"l",3,6,3,1,100,50,50,50,"ac"
11,"covid presBiden","covid","presBiden",241,90,1,0.9,0.66027397260274,0.23972602739726,0.23972602739726,1,"l",3,11,8,1,100,52.5,50,50,NA
11,"firstStim georgeFloyd","firstStim","georgeFloyd",59,25,1,0.25,0.161643835616438,0.0883561643835616,0.0883561643835616,0,"l",5,5,0,1,100,62.5,50,50,"ac"
11,"georgeFloyd RBG","georgeFloyd","RBG",116,60,1,0.6,0.317808219178082,0.282191780821918,0.282191780821918,1,"al",5,8,3,1,100,42.5,0,87.5,NA
11,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,70,1,0.7,0.454794520547945,0.245205479452055,0.245205479452055,1,"al",5,11,6,1,100,37.5,0,100,NA
11,"kobe covid","kobe","covid",44,20,1,0.2,0.120547945205479,0.0794520547945206,0.0794520547945206,0,"bl",2,3,1,1,87.5,77.5,0,87.5,"bc"
11,"kobe firstStim","kobe","firstStim",60,40,1,0.4,0.164383561643836,0.235616438356164,0.235616438356164,0,"bl",2,5,3,1,87.5,62.5,50,37.5,"bc"
11,"kobe RBG","kobe","RBG",235,50,1,0.5,0.643835616438356,-0.143835616438356,0.143835616438356,1,"l",2,8,6,1,87.5,42.5,0,75,NA
11,"RBG presBiden","RBG","presBiden",51,20,1,0.2,0.13972602739726,0.0602739726027397,0.0602739726027397,0,"al",8,11,3,1,100,17.5,50,37.5,"ac"
11,"soleimani BLM","soleimani","BLM",148,50,0,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,1,"l",NA,6,NA,NA,50,10,50,0,NA
11,"soleimani covid","soleimani","covid",67,15,0,0.15,0.183561643835616,-0.0335616438356164,0.0335616438356164,0,"bl",NA,3,NA,NA,50,40,0,50,"bc"
110,"covid BLM","covid","BLM",82,20,0,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,0,"l",3,NA,NA,NA,20,34.5,6.5,36,"ac"
110,"covid presBiden","covid","presBiden",241,84,1,0.84,0.66027397260274,0.17972602739726,0.17972602739726,1,"l",3,11,8,1,24,54,36.5,52.5,NA
110,"firstStim georgeFloyd","firstStim","georgeFloyd",59,21,1,0.21,0.161643835616438,0.0483561643835616,0.0483561643835616,0,"l",4,4,0,1,12,57,43.5,17,"ac"
110,"georgeFloyd RBG","georgeFloyd","RBG",116,95,1,0.95,0.317808219178082,0.632191780821918,0.632191780821918,1,"al",4,11,7,1,22.5,49,10,36.5,NA
110,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,79,1,0.79,0.454794520547945,0.335205479452055,0.335205479452055,1,"al",4,11,7,1,28,30,5.5,44.5,NA
110,"kobe covid","kobe","covid",44,20,1,0.2,0.120547945205479,0.0794520547945206,0.0794520547945206,0,"bl",2,3,1,1,70,78,7.5,51,"bc"
110,"kobe firstStim","kobe","firstStim",60,35,1,0.35,0.164383561643836,0.185616438356164,0.185616438356164,0,"bl",2,4,2,1,55,81,42,15.5,"bc"
110,"kobe RBG","kobe","RBG",235,95,1,0.95,0.643835616438356,0.306164383561644,0.306164383561644,1,"l",2,11,9,1,65.5,73,8.5,35,NA
110,"RBG presBiden","RBG","presBiden",51,91,1,0.91,0.13972602739726,0.77027397260274,0.77027397260274,0,"al",11,11,0,1,19.5,49,37.5,36.5,"ac"
110,"soleimani BLM","soleimani","BLM",148,34,0,0.34,0.405479452054795,-0.0654794520547945,0.0654794520547945,1,"l",NA,NA,NA,NA,0,0,0,0,NA
110,"soleimani covid","soleimani","covid",67,31,0,0.31,0.183561643835616,0.126438356164384,0.126438356164384,0,"bl",NA,3,NA,NA,20,34.5,6.5,36,"bc"
111,"covid BLM","covid","BLM",82,69,1,0.69,0.224657534246575,0.465342465753425,0.465342465753425,0,"l",3,6,3,1,89.5,49.5,2.5,96,"ac"
111,"covid presBiden","covid","presBiden",241,84,1,0.84,0.66027397260274,0.17972602739726,0.17972602739726,1,"l",3,11,8,1,91.5,47.5,12.5,84.5,NA
111,"firstStim georgeFloyd","firstStim","georgeFloyd",59,26,1,0.26,0.161643835616438,0.0983561643835617,0.0983561643835617,0,"l",10,7,-3,0,93.5,38.5,12.5,70,"ac"
111,"georgeFloyd RBG","georgeFloyd","RBG",116,23,1,0.23,0.317808219178082,-0.0878082191780822,0.0878082191780822,1,"al",7,7,0,1,79.5,38.5,10,65,NA
111,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,38,1,0.38,0.454794520547945,-0.0747945205479452,0.0747945205479452,1,"al",7,12,5,1,89.5,62.5,34,52.5,NA
111,"kobe covid","kobe","covid",44,51,1,0.51,0.120547945205479,0.389452054794521,0.389452054794521,0,"bl",10,3,-7,0,85,70,19,82,"bc"
111,"kobe firstStim","kobe","firstStim",60,26,1,0.26,0.164383561643836,0.0956164383561644,0.0956164383561644,0,"bl",10,10,0,1,84.5,56.5,21.5,76.5,"bc"
111,"kobe RBG","kobe","RBG",235,64,1,0.64,0.643835616438356,-0.00383561643835617,0.00383561643835617,1,"l",10,7,-3,0,70.5,56.5,19,71.5,NA
111,"RBG presBiden","RBG","presBiden",51,63,1,0.63,0.13972602739726,0.49027397260274,0.49027397260274,0,"al",7,11,4,1,77,34,12.5,74,"ac"
111,"soleimani BLM","soleimani","BLM",148,60,1,0.6,0.405479452054795,0.194520547945205,0.194520547945205,1,"l",4,6,2,1,86,43.5,35.5,47.5,NA
