"subject","pair","event1","event2","actualDist","value","bothMem","respProp","actProp","propDiff","propAbsDiff","shortFactor","lockdownFactor","event1_month","event2_month","eventDiff","pairOrder","avgMem","avgSurp","avgPos","avgNeg","covidFactor"
186,"kobe firstStim","kobe","firstStim",60,90,1,0.9,0.164383561643836,0.735616438356164,0.735616438356164,0,"bl",1,11,10,1,72.5,76,50,50,"bc"
186,"kobe RBG","kobe","RBG",235,51,0,0.51,0.643835616438356,-0.133835616438356,0.133835616438356,1,"l",1,NA,NA,NA,42,50,0,50,NA
186,"RBG presBiden","RBG","presBiden",51,54,0,0.54,0.13972602739726,0.40027397260274,0.40027397260274,0,"al",NA,11,NA,NA,50,38.5,11.5,43,"ac"
186,"soleimani BLM","soleimani","BLM",148,41,1,0.41,0.405479452054795,0.00452054794520546,0.00452054794520546,1,"l",1,7,6,1,54,71,58.5,13.5,NA
186,"soleimani covid","soleimani","covid",67,17,1,0.17,0.183561643835616,-0.0135616438356164,0.0135616438356164,0,"bl",1,3,2,1,61.5,83.5,19.5,57.5,"bc"
187,"covid BLM","covid","BLM",82,50,1,0.5,0.224657534246575,0.275342465753425,0.275342465753425,0,"l",3,6,3,1,72,64,50,22.5,"ac"
187,"covid presBiden","covid","presBiden",241,92,1,0.92,0.66027397260274,0.25972602739726,0.25972602739726,1,"l",3,11,8,1,95,78.5,50,22.5,NA
187,"firstStim georgeFloyd","firstStim","georgeFloyd",59,78,1,0.78,0.161643835616438,0.618356164383562,0.618356164383562,0,"l",9,5,-4,0,64.5,82.5,47.5,50,"ac"
187,"georgeFloyd RBG","georgeFloyd","RBG",116,81,0,0.81,0.317808219178082,0.492191780821918,0.492191780821918,1,"al",5,NA,NA,NA,39,49.5,0,50,NA
187,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,92,0,0.92,0.454794520547945,0.465205479452055,0.465205479452055,1,"al",5,NA,NA,NA,39,49.5,0,50,NA
187,"kobe covid","kobe","covid",44,10,1,0.1,0.120547945205479,-0.0205479452054795,0.0205479452054795,0,"bl",1,3,2,1,78,91,0,71,"bc"
187,"kobe firstStim","kobe","firstStim",60,69,1,0.69,0.164383561643836,0.525616438356164,0.525616438356164,0,"bl",1,9,8,1,58.5,76.5,47.5,48.5,"bc"
187,"kobe RBG","kobe","RBG",235,69,0,0.69,0.643835616438356,0.0461643835616438,0.0461643835616438,1,"l",1,NA,NA,NA,33,43.5,0,48.5,NA
187,"RBG presBiden","RBG","presBiden",51,64,0,0.64,0.13972602739726,0.50027397260274,0.50027397260274,0,"al",NA,11,NA,NA,50,31,50,0,"ac"
187,"soleimani BLM","soleimani","BLM",148,50,1,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,1,"l",1,6,5,1,43.5,48,57.5,7.5,NA
187,"soleimani covid","soleimani","covid",67,26,1,0.26,0.183561643835616,0.0764383561643836,0.0764383561643836,0,"bl",1,3,2,1,61.5,79,7.5,30,"bc"
188,"covid BLM","covid","BLM",82,2,1,0.02,0.224657534246575,-0.204657534246575,0.204657534246575,0,"l",3,5,2,1,100,100,99,100,"ac"
188,"covid presBiden","covid","presBiden",241,100,1,1,0.66027397260274,0.33972602739726,0.33972602739726,1,"l",3,12,9,1,100,81.5,64.5,75.5,NA
188,"firstStim georgeFloyd","firstStim","georgeFloyd",59,67,1,0.67,0.161643835616438,0.508356164383562,0.508356164383562,0,"l",6,4,-2,0,100,100,23,74,"ac"
188,"georgeFloyd RBG","georgeFloyd","RBG",116,62,1,0.62,0.317808219178082,0.302191780821918,0.302191780821918,1,"al",4,8,4,1,97.5,97.5,0,67,NA
188,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,82,1,0.82,0.454794520547945,0.365205479452055,0.365205479452055,1,"al",4,10,6,1,100,50,26,76.5,NA
188,"kobe covid","kobe","covid",44,67,1,0.67,0.120547945205479,0.549452054794521,0.549452054794521,0,"bl",6,3,-3,0,100,100,50,68,"bc"
188,"kobe firstStim","kobe","firstStim",60,36,1,0.36,0.164383561643836,0.195616438356164,0.195616438356164,0,"bl",6,6,0,1,100,100,23,42,"bc"
188,"kobe RBG","kobe","RBG",235,35,1,0.35,0.643835616438356,-0.293835616438356,0.293835616438356,1,"l",6,8,2,1,97.5,97.5,0,35,NA
188,"RBG presBiden","RBG","presBiden",51,30,1,0.3,0.13972602739726,0.16027397260274,0.16027397260274,0,"al",8,12,4,1,97.5,79,14.5,42.5,"ac"
188,"soleimani BLM","soleimani","BLM",148,78,1,0.78,0.405479452054795,0.374520547945206,0.374520547945206,1,"l",8,5,-3,0,100,85,49,100,NA
188,"soleimani covid","soleimani","covid",67,82,1,0.82,0.183561643835616,0.636438356164383,0.636438356164383,0,"bl",8,3,-5,0,100,85,50,100,"bc"
189,"covid BLM","covid","BLM",82,31,1,0.31,0.224657534246575,0.0853424657534247,0.0853424657534247,0,"l",3,6,3,1,93,42,41.5,63,"ac"
189,"covid presBiden","covid","presBiden",241,92,1,0.92,0.66027397260274,0.25972602739726,0.25972602739726,1,"l",3,11,8,1,92.5,45.5,56,49,NA
189,"firstStim georgeFloyd","firstStim","georgeFloyd",59,25,1,0.25,0.161643835616438,0.0883561643835616,0.0883561643835616,0,"l",6,5,-1,0,89,38,38.5,58.5,"ac"
189,"georgeFloyd RBG","georgeFloyd","RBG",116,3,1,0.03,0.317808219178082,-0.287808219178082,0.287808219178082,1,"al",5,9,4,1,72.5,28,5,61.5,NA
189,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,22,1,0.22,0.454794520547945,-0.234794520547945,0.234794520547945,1,"al",5,11,6,1,84,26,22,89,NA
189,"kobe covid","kobe","covid",44,69,1,0.69,0.120547945205479,0.569452054794521,0.569452054794521,0,"bl",2,3,1,1,94,80,14.5,81.5,"bc"
189,"kobe firstStim","kobe","firstStim",60,80,1,0.8,0.164383561643836,0.635616438356164,0.635616438356164,0,"bl",2,6,4,1,90,60.5,33.5,46,"bc"
189,"kobe RBG","kobe","RBG",235,38,1,0.38,0.643835616438356,-0.263835616438356,0.263835616438356,1,"l",2,9,7,1,73.5,50.5,0,49,NA
189,"RBG presBiden","RBG","presBiden",51,32,1,0.32,0.13972602739726,0.18027397260274,0.18027397260274,0,"al",9,11,2,1,72,16,41.5,16.5,"ac"
189,"soleimani BLM","soleimani","BLM",148,60,0,0.6,0.405479452054795,0.194520547945205,0.194520547945205,1,"l",NA,6,NA,NA,45.5,41,27,51,NA
189,"soleimani covid","soleimani","covid",67,32,0,0.32,0.183561643835616,0.136438356164384,0.136438356164384,0,"bl",NA,3,NA,NA,47.5,74,14.5,76,"bc"
19,"covid BLM","covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,0,"l",3,5,2,1,95,75,5,65,"ac"
19,"covid presBiden","covid","presBiden",241,70,1,0.7,0.66027397260274,0.0397260273972603,0.0397260273972603,1,"l",3,11,8,1,100,70,50,50,NA
19,"firstStim georgeFloyd","firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,0,"l",4,5,1,1,90,67.5,20,50,"ac"
19,"georgeFloyd RBG","georgeFloyd","RBG",116,60,1,0.6,0.317808219178082,0.282191780821918,0.282191780821918,1,"al",5,9,4,1,100,77.5,0,92.5,NA
19,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,70,1,0.7,0.454794520547945,0.245205479452055,0.245205479452055,1,"al",5,11,6,1,100,47.5,0,100,NA
19,"kobe covid","kobe","covid",44,15,1,0.15,0.120547945205479,0.0294520547945205,0.0294520547945205,0,"bl",1,3,2,1,100,100,0,95,"bc"
19,"kobe firstStim","kobe","firstStim",60,20,1,0.2,0.164383561643836,0.0356164383561644,0.0356164383561644,0,"bl",1,4,3,1,90,75,20,45,"bc"
19,"kobe RBG","kobe","RBG",235,65,1,0.65,0.643835616438356,0.00616438356164384,0.00616438356164384,1,"l",1,9,8,1,100,85,0,87.5,NA
19,"RBG presBiden","RBG","presBiden",51,15,1,0.15,0.13972602739726,0.0102739726027397,0.0102739726027397,0,"al",9,11,2,1,100,55,50,42.5,"ac"
19,"soleimani BLM","soleimani","BLM",148,35,1,0.35,0.405479452054795,-0.0554794520547945,0.0554794520547945,1,"l",1,5,4,1,80,65,5,52.5,NA
19,"soleimani covid","soleimani","covid",67,20,1,0.2,0.183561643835616,0.0164383561643836,0.0164383561643836,0,"bl",1,3,2,1,85,90,0,87.5,"bc"
190,"covid BLM","covid","BLM",82,31,1,0.31,0.224657534246575,0.0853424657534247,0.0853424657534247,0,"l",3,6,3,1,96.5,44.5,21.5,65,"ac"
190,"covid presBiden","covid","presBiden",241,86,1,0.86,0.66027397260274,0.19972602739726,0.19972602739726,1,"l",3,11,8,1,98,39,11.5,72.5,NA
190,"firstStim georgeFloyd","firstStim","georgeFloyd",59,55,1,0.55,0.161643835616438,0.388356164383562,0.388356164383562,0,"l",6,1,-5,0,94,34,34.5,64,"ac"
190,"georgeFloyd RBG","georgeFloyd","RBG",116,24,1,0.24,0.317808219178082,-0.0778082191780822,0.0778082191780822,1,"al",1,4,3,1,95,5,42.5,60,NA
190,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,91,1,0.91,0.454794520547945,0.455205479452055,0.455205479452055,1,"al",1,11,10,1,75.5,13.5,42,60,NA
190,"kobe covid","kobe","covid",44,80,1,0.8,0.120547945205479,0.679452054794521,0.679452054794521,0,"bl",9,3,-6,0,95.5,84.5,9,70.5,"bc"
190,"kobe firstStim","kobe","firstStim",60,70,1,0.7,0.164383561643836,0.535616438356164,0.535616438356164,0,"bl",9,6,-3,0,93,80,17.5,66.5,"bc"
190,"kobe RBG","kobe","RBG",235,71,1,0.71,0.643835616438356,0.0661643835616438,0.0661643835616438,1,"l",9,4,-5,0,94,51,25.5,62.5,NA
190,"RBG presBiden","RBG","presBiden",51,60,1,0.6,0.13972602739726,0.46027397260274,0.46027397260274,0,"al",4,11,7,1,96.5,5.5,28,64.5,"ac"
190,"soleimani BLM","soleimani","BLM",148,39,1,0.39,0.405479452054795,-0.0154794520547945,0.0154794520547945,1,"l",1,6,5,1,81.5,12.5,38.5,56.5,NA
190,"soleimani covid","soleimani","covid",67,8,1,0.08,0.183561643835616,-0.103561643835616,0.103561643835616,0,"bl",1,3,2,1,81,39,35,57.5,"bc"
191,"covid BLM","covid","BLM",82,30,1,0.3,0.224657534246575,0.0753424657534247,0.0753424657534247,0,"l",8,5,-3,0,100,65,0,50,"ac"
191,"covid presBiden","covid","presBiden",241,10,1,0.1,0.66027397260274,-0.56027397260274,0.56027397260274,1,"l",8,11,3,1,100,50,50,50,NA
191,"firstStim georgeFloyd","firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,0,"l",4,5,1,1,100,90,50,50,"ac"
191,"georgeFloyd RBG","georgeFloyd","RBG",116,40,1,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,1,"al",5,9,4,1,100,85,0,100,NA
191,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,70,1,0.7,0.454794520547945,0.245205479452055,0.245205479452055,1,"al",5,11,6,1,100,100,0,100,NA
191,"kobe covid","kobe","covid",44,40,1,0.4,0.120547945205479,0.279452054794521,0.279452054794521,0,"bl",7,8,1,1,55,55,0,50,"bc"
191,"kobe firstStim","kobe","firstStim",60,51,1,0.51,0.164383561643836,0.345616438356164,0.345616438356164,0,"bl",7,4,-3,0,55,45,50,0,"bc"
191,"kobe RBG","kobe","RBG",235,20,1,0.2,0.643835616438356,-0.443835616438356,0.443835616438356,1,"l",7,9,2,1,55,40,0,50,NA
191,"RBG presBiden","RBG","presBiden",51,50,1,0.5,0.13972602739726,0.36027397260274,0.36027397260274,0,"al",9,11,2,1,100,35,50,50,"ac"
191,"soleimani BLM","soleimani","BLM",148,20,1,0.2,0.405479452054795,-0.205479452054795,0.205479452054795,1,"l",6,5,-1,0,100,35,35,0,NA
191,"soleimani covid","soleimani","covid",67,20,1,0.2,0.183561643835616,0.0164383561643836,0.0164383561643836,0,"bl",6,8,2,1,100,70,35,50,"bc"
192,"covid BLM","covid","BLM",82,70,1,0.7,0.224657534246575,0.475342465753425,0.475342465753425,0,"l",3,7,4,1,77.5,75,5,80,"ac"
192,"covid presBiden","covid","presBiden",241,95,1,0.95,0.66027397260274,0.28972602739726,0.28972602739726,1,"l",3,11,8,1,77.5,35,45,35,NA
192,"firstStim georgeFloyd","firstStim","georgeFloyd",59,20,1,0.2,0.161643835616438,0.0383561643835617,0.0383561643835617,0,"l",5,1,-4,0,70,55,40,30,"ac"
192,"georgeFloyd RBG","georgeFloyd","RBG",116,20,1,0.2,0.317808219178082,-0.117808219178082,0.117808219178082,1,"al",1,4,3,1,45,55,0,31,NA
192,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,71,1,0.71,0.454794520547945,0.255205479452055,0.255205479452055,1,"al",1,11,10,1,62.5,47.5,0,55,NA
192,"kobe covid","kobe","covid",44,10,1,0.1,0.120547945205479,-0.0205479452054795,0.0205479452054795,0,"bl",2,3,1,1,67.5,75,5,75,"bc"
192,"kobe firstStim","kobe","firstStim",60,70,1,0.7,0.164383561643836,0.535616438356164,0.535616438356164,0,"bl",2,5,3,1,57.5,55,40,40,"bc"
192,"kobe RBG","kobe","RBG",235,10,1,0.1,0.643835616438356,-0.543835616438356,0.543835616438356,1,"l",2,4,2,1,32.5,55,0,41,NA
192,"RBG presBiden","RBG","presBiden",51,30,1,0.3,0.13972602739726,0.16027397260274,0.16027397260274,0,"al",4,11,7,1,42.5,15,40,1,"ac"
192,"soleimani BLM","soleimani","BLM",148,60,0,0.6,0.405479452054795,0.194520547945205,0.194520547945205,1,"l",NA,7,NA,NA,40,45,0,45,NA
192,"soleimani covid","soleimani","covid",67,75,0,0.75,0.183561643835616,0.566438356164384,0.566438356164384,0,"bl",NA,3,NA,NA,37.5,30,5,35,"bc"
193,"covid BLM","covid","BLM",82,63,1,0.63,0.224657534246575,0.405342465753425,0.405342465753425,0,"l",2,7,5,1,80.5,41,67,2.5,"ac"
193,"covid presBiden","covid","presBiden",241,38,1,0.38,0.66027397260274,-0.28027397260274,0.28027397260274,1,"l",2,11,9,1,83.5,52.5,84,0,NA
193,"firstStim georgeFloyd","firstStim","georgeFloyd",59,70,1,0.7,0.161643835616438,0.538356164383562,0.538356164383562,0,"l",2,4,2,1,90.5,54.5,50,50,"ac"
193,"georgeFloyd RBG","georgeFloyd","RBG",116,63,1,0.63,0.317808219178082,0.312191780821918,0.312191780821918,1,"al",4,6,2,1,51,9.5,0,50,NA
193,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,70,1,0.7,0.454794520547945,0.245205479452055,0.245205479452055,1,"al",4,12,8,1,80.5,12,5.5,60.5,NA
193,"kobe covid","kobe","covid",44,34,1,0.34,0.120547945205479,0.219452054794521,0.219452054794521,0,"bl",3,2,-1,0,95,55,50,0,"bc"
193,"kobe firstStim","kobe","firstStim",60,100,1,1,0.164383561643836,0.835616438356164,0.835616438356164,0,"bl",3,2,-1,0,95,90,50,0,"bc"
193,"kobe RBG","kobe","RBG",235,34,1,0.34,0.643835616438356,-0.303835616438356,0.303835616438356,1,"l",3,6,3,1,55.5,45,0,0,NA
193,"RBG presBiden","RBG","presBiden",51,96,1,0.96,0.13972602739726,0.82027397260274,0.82027397260274,0,"al",6,11,5,1,44,42.5,34,0,"ac"
193,"soleimani BLM","soleimani","BLM",148,70,0,0.7,0.405479452054795,0.294520547945205,0.294520547945205,1,"l",NA,7,NA,NA,30.5,31,17,2.5,NA
193,"soleimani covid","soleimani","covid",67,60,0,0.6,0.183561643835616,0.416438356164384,0.416438356164384,0,"bl",NA,2,NA,NA,50,10,50,0,"bc"
194,"covid BLM","covid","BLM",82,40,1,0.4,0.224657534246575,0.175342465753425,0.175342465753425,0,"l",3,7,4,1,100,20,25,60,"ac"
194,"covid presBiden","covid","presBiden",241,80,1,0.8,0.66027397260274,0.13972602739726,0.13972602739726,1,"l",3,11,8,1,100,55,35,35,NA
194,"firstStim georgeFloyd","firstStim","georgeFloyd",59,35,1,0.35,0.161643835616438,0.188356164383562,0.188356164383562,0,"l",4,6,2,1,75,30,10,65,"ac"
194,"georgeFloyd RBG","georgeFloyd","RBG",116,40,1,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,1,"al",6,9,3,1,75,0,0,65,NA
194,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,40,1,0.4,0.454794520547945,-0.0547945205479452,0.0547945205479452,1,"al",6,11,5,1,90,0,0,100,NA
194,"kobe covid","kobe","covid",44,20,1,0.2,0.120547945205479,0.0794520547945206,0.0794520547945206,0,"bl",1,3,2,1,90,70,0,85,"bc"
194,"kobe firstStim","kobe","firstStim",60,30,1,0.3,0.164383561643836,0.135616438356164,0.135616438356164,0,"bl",1,4,3,1,65,80,10,65,"bc"
194,"kobe RBG","kobe","RBG",235,80,1,0.8,0.643835616438356,0.156164383561644,0.156164383561644,1,"l",1,9,8,1,65,50,0,65,NA
194,"RBG presBiden","RBG","presBiden",51,20,1,0.2,0.13972602739726,0.0602739726027397,0.0602739726027397,0,"al",9,11,2,1,75,35,35,15,"ac"
194,"soleimani BLM","soleimani","BLM",148,50,1,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,1,"l",2,7,5,1,55,15,25,42.5,NA
194,"soleimani covid","soleimani","covid",67,10,1,0.1,0.183561643835616,-0.0835616438356164,0.0835616438356164,0,"bl",2,3,1,1,55,35,0,52.5,"bc"
195,"covid BLM","covid","BLM",82,27,1,0.27,0.224657534246575,0.0453424657534247,0.0453424657534247,0,"l",5,6,1,1,92.5,40,50,27.5,"ac"
195,"covid presBiden","covid","presBiden",241,72,1,0.72,0.66027397260274,0.0597260273972603,0.0597260273972603,1,"l",5,11,6,1,100,20,50,27.5,NA
195,"firstStim georgeFloyd","firstStim","georgeFloyd",59,29,1,0.29,0.161643835616438,0.128356164383562,0.128356164383562,0,"l",4,4,0,1,90,50,50,50,"ac"
195,"georgeFloyd RBG","georgeFloyd","RBG",116,61,1,0.61,0.317808219178082,0.292191780821918,0.292191780821918,1,"al",4,8,4,1,95,65,0,100,NA
195,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,84,1,0.84,0.454794520547945,0.385205479452055,0.385205479452055,1,"al",4,11,7,1,95,35,0,100,NA
195,"kobe covid","kobe","covid",44,30,1,0.3,0.120547945205479,0.179452054794521,0.179452054794521,0,"bl",2,5,3,1,95,70,0,77.5,"bc"
195,"kobe firstStim","kobe","firstStim",60,41,1,0.41,0.164383561643836,0.245616438356164,0.245616438356164,0,"bl",2,4,2,1,90,75,50,50,"bc"
195,"kobe RBG","kobe","RBG",235,51,1,0.51,0.643835616438356,-0.133835616438356,0.133835616438356,1,"l",2,8,6,1,95,90,0,100,NA
195,"RBG presBiden","RBG","presBiden",51,34,1,0.34,0.13972602739726,0.20027397260274,0.20027397260274,0,"al",8,11,3,1,100,40,50,50,"ac"
195,"soleimani BLM","soleimani","BLM",148,45,1,0.45,0.405479452054795,0.0445205479452055,0.0445205479452055,1,"l",7,6,-1,0,57.5,70,75,25,NA
195,"soleimani covid","soleimani","covid",67,51,1,0.51,0.183561643835616,0.326438356164384,0.326438356164384,0,"bl",7,5,-2,0,65,70,25,52.5,"bc"
196,"covid BLM","covid","BLM",82,20,1,0.2,0.224657534246575,-0.0246575342465753,0.0246575342465753,0,"l",1,4,3,1,80,25,0,60,"ac"
196,"covid presBiden","covid","presBiden",241,0,1,0,0.66027397260274,-0.66027397260274,0.66027397260274,1,"l",1,1,0,1,85,0,35,15,NA
196,"firstStim georgeFloyd","firstStim","georgeFloyd",59,60,1,0.6,0.161643835616438,0.438356164383562,0.438356164383562,0,"l",3,4,1,1,80,30,45,50,"ac"
196,"georgeFloyd RBG","georgeFloyd","RBG",116,40,0,0.4,0.317808219178082,0.0821917808219178,0.0821917808219178,1,"al",4,NA,NA,NA,45,30,0,50,NA
196,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,10,1,0.1,0.454794520547945,-0.354794520547945,0.354794520547945,1,"al",4,2,-2,0,90,70,0,100,NA
196,"kobe covid","kobe","covid",44,10,1,0.1,0.120547945205479,-0.0205479452054795,0.0205479452054795,0,"bl",7,1,-6,0,80,50,0,20,"bc"
196,"kobe firstStim","kobe","firstStim",60,40,1,0.4,0.164383561643836,0.235616438356164,0.235616438356164,0,"bl",7,3,-4,0,80,50,45,5,"bc"
196,"kobe RBG","kobe","RBG",235,59,0,0.59,0.643835616438356,-0.0538356164383562,0.0538356164383562,1,"l",7,NA,NA,NA,45,50,0,5,NA
196,"RBG presBiden","RBG","presBiden",51,80,0,0.8,0.13972602739726,0.66027397260274,0.66027397260274,0,"al",NA,1,NA,NA,50,0,35,0,"ac"
196,"soleimani BLM","soleimani","BLM",148,20,1,0.2,0.405479452054795,-0.205479452054795,0.205479452054795,1,"l",8,4,-4,0,65,52.5,0,50,NA
196,"soleimani covid","soleimani","covid",67,40,1,0.4,0.183561643835616,0.216438356164384,0.216438356164384,0,"bl",8,1,-7,0,55,27.5,0,20,"bc"
197,"covid BLM","covid","BLM",82,60,1,0.6,0.224657534246575,0.375342465753425,0.375342465753425,0,"l",3,6,3,1,100,65.5,19.5,96,"ac"
197,"covid presBiden","covid","presBiden",241,0,1,0,0.66027397260274,-0.66027397260274,0.66027397260274,1,"l",3,11,8,1,100,77,17,77.5,NA
197,"firstStim georgeFloyd","firstStim","georgeFloyd",59,0,1,0,0.161643835616438,-0.161643835616438,0.161643835616438,0,"l",5,6,1,1,100,52,36,74,"ac"
197,"georgeFloyd RBG","georgeFloyd","RBG",116,18,1,0.18,0.317808219178082,-0.137808219178082,0.137808219178082,1,"al",6,2,-4,0,85.5,6.5,2.5,67.5,NA
197,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,0,1,0,0.454794520547945,-0.454794520547945,0.454794520547945,1,"al",6,11,5,1,100,26.5,17,100,NA
197,"kobe covid","kobe","covid",44,14,1,0.14,0.120547945205479,0.0194520547945206,0.0194520547945206,0,"bl",3,3,0,1,100,72.5,5.5,70.5,"bc"
197,"kobe firstStim","kobe","firstStim",60,31,1,0.31,0.164383561643836,0.145616438356164,0.145616438356164,0,"bl",3,5,2,1,100,95.5,41.5,44.5,"bc"
197,"kobe RBG","kobe","RBG",235,0,1,0,0.643835616438356,-0.643835616438356,0.643835616438356,1,"l",3,2,-1,0,85.5,50,8,38,NA
197,"RBG presBiden","RBG","presBiden",51,100,1,1,0.13972602739726,0.86027397260274,0.86027397260274,0,"al",2,11,9,1,85.5,54.5,19.5,45,"ac"
197,"soleimani BLM","soleimani","BLM",148,50,1,0.5,0.405479452054795,0.0945205479452055,0.0945205479452055,1,"l",2,6,4,1,70,40,19.5,96,NA
197,"soleimani covid","soleimani","covid",67,0,1,0,0.183561643835616,-0.183561643835616,0.183561643835616,0,"bl",2,3,1,1,70,28.5,0,100,"bc"
198,"covid BLM","covid","BLM",82,34,1,0.34,0.224657534246575,0.115342465753425,0.115342465753425,0,"l",4,5,1,1,100,25,56,50,"ac"
198,"covid presBiden","covid","presBiden",241,85,1,0.85,0.66027397260274,0.18972602739726,0.18972602739726,1,"l",4,11,7,1,100,55,43.5,38,NA
198,"firstStim georgeFloyd","firstStim","georgeFloyd",59,25,1,0.25,0.161643835616438,0.0883561643835616,0.0883561643835616,0,"l",5,5,0,1,100,22.5,42.5,57.5,"ac"
198,"georgeFloyd RBG","georgeFloyd","RBG",116,94,1,0.94,0.317808219178082,0.622191780821918,0.622191780821918,1,"al",5,9,4,1,100,0,0,100,NA
198,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,91,1,0.91,0.454794520547945,0.455205479452055,0.455205479452055,1,"al",5,11,6,1,100,0,5,98,NA
198,"kobe covid","kobe","covid",44,8,1,0.08,0.120547945205479,-0.0405479452054795,0.0405479452054795,0,"bl",2,4,2,1,59.5,75,6,27.5,"bc"
198,"kobe firstStim","kobe","firstStim",60,25,1,0.25,0.164383561643836,0.0856164383561644,0.0856164383561644,0,"bl",2,5,3,1,59.5,72.5,42.5,10,"bc"
198,"kobe RBG","kobe","RBG",235,84,1,0.84,0.643835616438356,0.196164383561644,0.196164383561644,1,"l",2,9,7,1,59.5,50,0,52.5,NA
198,"RBG presBiden","RBG","presBiden",51,12,1,0.12,0.13972602739726,-0.0197260273972603,0.0197260273972603,0,"al",9,11,2,1,100,30,37.5,63,"ac"
198,"soleimani BLM","soleimani","BLM",148,5,1,0.05,0.405479452054795,-0.355479452054795,0.355479452054795,1,"l",5,5,0,1,95,45,50,75,NA
198,"soleimani covid","soleimani","covid",67,30,1,0.3,0.183561643835616,0.116438356164384,0.116438356164384,0,"bl",5,4,-1,0,95,70,6,75,"bc"
199,"covid BLM","covid","BLM",82,30,1,0.3,0.224657534246575,0.0753424657534247,0.0753424657534247,0,"l",3,9,6,1,100,85,25,75,"ac"
199,"covid presBiden","covid","presBiden",241,50,1,0.5,0.66027397260274,-0.16027397260274,0.16027397260274,1,"l",3,1,-2,0,100,75,25,75,NA
199,"firstStim georgeFloyd","firstStim","georgeFloyd",59,26,1,0.26,0.161643835616438,0.0983561643835617,0.0983561643835617,0,"l",4,7,3,1,100,75.5,50,43,"ac"
199,"georgeFloyd RBG","georgeFloyd","RBG",116,34,1,0.34,0.317808219178082,0.0221917808219178,0.0221917808219178,1,"al",7,9,2,1,100,80.5,25,68,NA
199,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,40,1,0.4,0.454794520547945,-0.0547945205479452,0.0547945205479452,1,"al",7,12,5,1,100,55,0,43,NA
199,"kobe covid","kobe","covid",44,36,1,0.36,0.120547945205479,0.239452054794521,0.239452054794521,0,"bl",5,3,-2,0,100,95,0,100,"bc"
199,"kobe firstStim","kobe","firstStim",60,29,1,0.29,0.164383561643836,0.125616438356164,0.125616438356164,0,"bl",5,4,-1,0,100,70.5,50,50,"bc"
199,"kobe RBG","kobe","RBG",235,38,1,0.38,0.643835616438356,-0.263835616438356,0.263835616438356,1,"l",5,9,4,1,100,75.5,25,75,NA
199,"RBG presBiden","RBG","presBiden",51,68,1,0.68,0.13972602739726,0.54027397260274,0.54027397260274,0,"al",9,1,-8,0,100,55.5,50,50,"ac"
199,"soleimani BLM","soleimani","BLM",148,36,1,0.36,0.405479452054795,-0.0454794520547945,0.0454794520547945,1,"l",7,9,2,1,100,77.5,60.5,25,NA
199,"soleimani covid","soleimani","covid",67,59,1,0.59,0.183561643835616,0.406438356164384,0.406438356164384,0,"bl",7,3,-4,0,100,92.5,35.5,50,"bc"
2,"covid BLM","covid","BLM",82,15,1,0.15,0.224657534246575,-0.0746575342465753,0.0746575342465753,0,"l",6,5,-1,0,88,90,18.5,75,"ac"
2,"covid presBiden","covid","presBiden",241,85,1,0.85,0.66027397260274,0.18972602739726,0.18972602739726,1,"l",6,11,5,1,90,76.5,50.5,39.5,NA
2,"firstStim georgeFloyd","firstStim","georgeFloyd",59,26,1,0.26,0.161643835616438,0.0983561643835617,0.0983561643835617,0,"l",6,5,-1,0,86,86.5,43,38,"ac"
2,"georgeFloyd RBG","georgeFloyd","RBG",116,30,1,0.3,0.317808219178082,-0.0178082191780822,0.0178082191780822,1,"al",5,3,-2,0,72,79.5,4,83,NA
2,"georgeFloyd trumpFraud","georgeFloyd","trumpFraud",166,88,1,0.88,0.454794520547945,0.425205479452055,0.425205479452055,1,"al",5,11,6,1,86.5,84.5,0,88,NA
2,"kobe covid","kobe","covid",44,71,1,0.71,0.120547945205479,0.589452054794521,0.589452054794521,0,"bl",9,6,-3,0,88,89.5,3,79.5,"bc"
